provider,doses,filed_date,report_date
Primary Care,1486440,2021-06-10,2021-06-12
Public Health,745151,2021-06-10,2021-06-12
Community Vaccinator,894561,2021-06-10,2021-06-12
Other,169450,2021-06-10,2021-06-12
Specialty,235581,2021-06-10,2021-06-12
Hospital,448489,2021-06-10,2021-06-12
Tribal Health Sites,67318,2021-06-10,2021-06-12
Pharmacy,1435974,2021-06-09,2021-06-11
Primary Care,1478505,2021-06-09,2021-06-11
Public Health,742876,2021-06-09,2021-06-11
Community Vaccinator,893137,2021-06-09,2021-06-11
Other,168941,2021-06-09,2021-06-11
Specialty,234437,2021-06-09,2021-06-11
Hospital,447595,2021-06-09,2021-06-11
Tribal Health Sites,67262,2021-06-09,2021-06-11
Pharmacy,1425959,2021-06-08,2021-06-10
Primary Care,1470092,2021-06-08,2021-06-10
Public Health,740662,2021-06-08,2021-06-10
Community Vaccinator,890806,2021-06-08,2021-06-10
Other,168392,2021-06-08,2021-06-10
Specialty,234029,2021-06-08,2021-06-10
Hospital,446301,2021-06-08,2021-06-10
Tribal Health Sites,67052,2021-06-08,2021-06-10
Primary Care,1463955,2021-06-07,2021-06-09
Other,167711,2021-06-07,2021-06-09
Pharmacy,1416295,2021-06-07,2021-06-09
Public Health,739410,2021-06-07,2021-06-09
Community Vaccinator,889500,2021-06-07,2021-06-09
Hospital,445082,2021-06-07,2021-06-09
Specialty,233599,2021-06-07,2021-06-09
Tribal Health Sites,67013,2021-06-07,2021-06-09
Pharmacy,1409480,2021-06-06,2021-06-08
Primary Care,1459615,2021-06-06,2021-06-08
Public Health,738923,2021-06-06,2021-06-08
Community Vaccinator,888750,2021-06-06,2021-06-08
Other,166539,2021-06-06,2021-06-08
Specialty,233396,2021-06-06,2021-06-08
Hospital,442678,2021-06-06,2021-06-08
Tribal Health Sites,66991,2021-06-06,2021-06-08
Primary Care,1459378,2021-06-05,2021-06-07
Pharmacy,1402845,2021-06-05,2021-06-07
Community Vaccinator,887875,2021-06-05,2021-06-07
Public Health,738778,2021-06-05,2021-06-07
Tribal Health Sites,66991,2021-06-05,2021-06-07
Hospital,442674,2021-06-05,2021-06-07
Specialty,233396,2021-06-05,2021-06-07
Other,166501,2021-06-05,2021-06-07
Pharmacy,1392344,2021-06-04,2021-06-06
Primary Care,1455378,2021-06-04,2021-06-06
Public Health,738035,2021-06-04,2021-06-06
Community Vaccinator,884918,2021-06-04,2021-06-06
Other,166115,2021-06-04,2021-06-06
Specialty,233397,2021-06-04,2021-06-06
Hospital,442668,2021-06-04,2021-06-06
Tribal Health Sites,66989,2021-06-04,2021-06-06
Pharmacy,1383215,2021-06-03,2021-06-05
Primary Care,1449362,2021-06-03,2021-06-05
Public Health,737538,2021-06-03,2021-06-05
Community Vaccinator,881933,2021-06-03,2021-06-05
Other,165700,2021-06-03,2021-06-05
Specialty,232697,2021-06-03,2021-06-05
Hospital,441570,2021-06-03,2021-06-05
Tribal Health Sites,66929,2021-06-03,2021-06-05
Pharmacy,1374190,2021-06-02,2021-06-04
Primary Care,1442186,2021-06-02,2021-06-04
Public Health,736695,2021-06-02,2021-06-04
Community Vaccinator,880665,2021-06-02,2021-06-04
Other,165235,2021-06-02,2021-06-04
Specialty,231969,2021-06-02,2021-06-04
Hospital,440649,2021-06-02,2021-06-04
Tribal Health Sites,66906,2021-06-02,2021-06-04
Community Vaccinator,879351,2021-06-01,2021-06-03
Hospital,439755,2021-06-01,2021-06-03
Primary Care,1436099,2021-06-01,2021-06-03
Pharmacy,1367801,2021-06-01,2021-06-03
Other,164584,2021-06-01,2021-06-03
Public Health,734653,2021-06-01,2021-06-03
Specialty,231468,2021-06-01,2021-06-03
Tribal Health Sites,66451,2021-06-01,2021-06-03
Pharmacy,1365881,2021-05-31,2021-06-02
Primary Care,1429223,2021-05-31,2021-06-02
Public Health,734134,2021-05-31,2021-06-02
Community Vaccinator,878320,2021-05-31,2021-06-02
Specialty,231081,2021-05-31,2021-06-02
Hospital,438787,2021-05-31,2021-06-02
Other,164005,2021-05-31,2021-06-02
Tribal Health Sites,66363,2021-05-31,2021-06-02
Public Health,733932,2021-05-29,2021-06-01
Community Vaccinator,877622,2021-05-29,2021-06-01
Primary Care,1428993,2021-05-29,2021-06-01
Hospital,438773,2021-05-29,2021-06-01
Pharmacy,1358288,2021-05-29,2021-06-01
Specialty,231083,2021-05-29,2021-06-01
Tribal Health Sites,66361,2021-05-29,2021-06-01
Other,163945,2021-05-29,2021-06-01
Pharmacy,1351163,2021-05-28,2021-05-30
Primary Care,1427487,2021-05-28,2021-05-30
Public Health,733896,2021-05-28,2021-05-30
Community Vaccinator,876161,2021-05-28,2021-05-30
Specialty,231080,2021-05-28,2021-05-30
Hospital,438772,2021-05-28,2021-05-30
Other,163926,2021-05-28,2021-05-30
Tribal Health Sites,66345,2021-05-28,2021-05-30
Pharmacy,1342531,2021-05-27,2021-05-29
Public Health,732313,2021-05-27,2021-05-29
Other,163401,2021-05-27,2021-05-29
Primary Care,1420401,2021-05-27,2021-05-29
Hospital,437772,2021-05-27,2021-05-29
Tribal Health Sites,66247,2021-05-27,2021-05-29
Specialty,230624,2021-05-27,2021-05-29
Community Vaccinator,873522,2021-05-27,2021-05-29
Pharmacy,1334384,2021-05-26,2021-05-28
Primary Care,1411420,2021-05-26,2021-05-28
Public Health,729698,2021-05-26,2021-05-28
Community Vaccinator,870409,2021-05-26,2021-05-28
Specialty,229717,2021-05-26,2021-05-28
Hospital,436484,2021-05-26,2021-05-28
Other,162573,2021-05-26,2021-05-28
Tribal Health Sites,66142,2021-05-26,2021-05-28
Pharmacy,1325829,2021-05-25,2021-05-27
Tribal Health Sites,65969,2021-05-25,2021-05-27
Community Vaccinator,868066,2021-05-25,2021-05-27
Specialty,228861,2021-05-25,2021-05-27
Other,161470,2021-05-25,2021-05-27
Hospital,434707,2021-05-25,2021-05-27
Primary Care,1401020,2021-05-25,2021-05-27
Public Health,726293,2021-05-25,2021-05-27
Pharmacy,1311845,2021-05-24,2021-05-26
Public Health,723022,2021-05-24,2021-05-26
Primary Care,1392938,2021-05-24,2021-05-26
Hospital,433520,2021-05-24,2021-05-26
Tribal Health Sites,65486,2021-05-24,2021-05-26
Specialty,227898,2021-05-24,2021-05-26
Other,160783,2021-05-24,2021-05-26
Community Vaccinator,865882,2021-05-24,2021-05-26
Pharmacy,1305251,2021-05-23,2021-05-25
Primary Care,1386317,2021-05-23,2021-05-25
Public Health,721899,2021-05-23,2021-05-25
Community Vaccinator,863275,2021-05-23,2021-05-25
Specialty,227293,2021-05-23,2021-05-25
Hospital,433329,2021-05-23,2021-05-25
Other,160245,2021-05-23,2021-05-25
Tribal Health Sites,65315,2021-05-23,2021-05-25
Pharmacy,1300261,2021-05-22,2021-05-24
Primary Care,1385571,2021-05-22,2021-05-24
Public Health,721623,2021-05-22,2021-05-24
Community Vaccinator,859919,2021-05-22,2021-05-24
Specialty,227293,2021-05-22,2021-05-24
Hospital,433047,2021-05-22,2021-05-24
Other,159950,2021-05-22,2021-05-24
Tribal Health Sites,65316,2021-05-22,2021-05-24
Pharmacy,1288495,2021-05-21,2021-05-23
Primary Care,1381350,2021-05-21,2021-05-23
Public Health,720684,2021-05-21,2021-05-23
Community Vaccinator,853159,2021-05-21,2021-05-23
Specialty,227262,2021-05-21,2021-05-23
Hospital,432862,2021-05-21,2021-05-23
Other,159375,2021-05-21,2021-05-23
Tribal Health Sites,65292,2021-05-21,2021-05-23
Pharmacy,1279126,2021-05-20,2021-05-22
Primary Care,1370083,2021-05-20,2021-05-22
Public Health,714458,2021-05-20,2021-05-22
Community Vaccinator,846768,2021-05-20,2021-05-22
Specialty,226206,2021-05-20,2021-05-22
Hospital,431002,2021-05-20,2021-05-22
Other,158184,2021-05-20,2021-05-22
Tribal Health Sites,65168,2021-05-20,2021-05-22
Primary Care,1355522,2021-05-19,2021-05-21
Pharmacy,1253407,2021-05-19,2021-05-21
Other,157171,2021-05-19,2021-05-21
Tribal Health Sites,65124,2021-05-19,2021-05-21
Hospital,428728,2021-05-19,2021-05-21
Community Vaccinator,839506,2021-05-19,2021-05-21
Public Health,707035,2021-05-19,2021-05-21
Specialty,224255,2021-05-19,2021-05-21
Pharmacy,1238000,2021-05-18,2021-05-20
Primary Care,1341910,2021-05-18,2021-05-20
Public Health,701739,2021-05-18,2021-05-20
Community Vaccinator,833665,2021-05-18,2021-05-20
Specialty,222777,2021-05-18,2021-05-20
Hospital,425180,2021-05-18,2021-05-20
Other,156530,2021-05-18,2021-05-20
Tribal Health Sites,64755,2021-05-18,2021-05-20
Pharmacy,1221438,2021-05-17,2021-05-19
Primary Care,1331542,2021-05-17,2021-05-19
Public Health,697197,2021-05-17,2021-05-19
Community Vaccinator,825718,2021-05-17,2021-05-19
Specialty,220538,2021-05-17,2021-05-19
Hospital,422997,2021-05-17,2021-05-19
Other,130788,2021-05-17,2021-05-19
Tribal Health Sites,64731,2021-05-17,2021-05-19
Pharmacy,1211651,2021-05-16,2021-05-18
Primary Care,1323174,2021-05-16,2021-05-18
Public Health,694281,2021-05-16,2021-05-18
Community Vaccinator,819948,2021-05-16,2021-05-18
Specialty,219209,2021-05-16,2021-05-18
Hospital,421539,2021-05-16,2021-05-18
Other,131216,2021-05-16,2021-05-18
Tribal Health Sites,64654,2021-05-16,2021-05-18
Pharmacy,1202042,2021-05-15,2021-05-17
Primary Care,1322769,2021-05-15,2021-05-17
Public Health,694174,2021-05-15,2021-05-17
Community Vaccinator,815680,2021-05-15,2021-05-17
Specialty,219211,2021-05-15,2021-05-17
Hospital,421540,2021-05-15,2021-05-17
Other,130768,2021-05-15,2021-05-17
Tribal Health Sites,64654,2021-05-15,2021-05-17
Pharmacy,1191982,2021-05-14,2021-05-16
Primary Care,1318416,2021-05-14,2021-05-16
Public Health,693135,2021-05-14,2021-05-16
Community Vaccinator,806248,2021-05-14,2021-05-16
Specialty,219212,2021-05-14,2021-05-16
Hospital,421532,2021-05-14,2021-05-16
Other,129971,2021-05-14,2021-05-16
Tribal Health Sites,64639,2021-05-14,2021-05-16
Public Health,690713,2021-05-13,2021-05-15
Primary Care,1306383,2021-05-13,2021-05-15
Pharmacy,1175346,2021-05-13,2021-05-15
Community Vaccinator,798593,2021-05-13,2021-05-15
Hospital,418983,2021-05-13,2021-05-15
Other,127756,2021-05-13,2021-05-15
Tribal Health Sites,64298,2021-05-13,2021-05-15
Specialty,217579,2021-05-13,2021-05-15
Pharmacy,1165764,2021-05-12,2021-05-14
Primary Care,1293746,2021-05-12,2021-05-14
Public Health,683859,2021-05-12,2021-05-14
Community Vaccinator,789767,2021-05-12,2021-05-14
Specialty,215590,2021-05-12,2021-05-14
Hospital,415873,2021-05-12,2021-05-14
Other,127073,2021-05-12,2021-05-14
Tribal Health Sites,62755,2021-05-12,2021-05-14
Pharmacy,1156764,2021-05-11,2021-05-13
Primary Care,1281063,2021-05-11,2021-05-13
Public Health,679119,2021-05-11,2021-05-13
Community Vaccinator,782675,2021-05-11,2021-05-13
Specialty,213738,2021-05-11,2021-05-13
Hospital,414264,2021-05-11,2021-05-13
Other,126230,2021-05-11,2021-05-13
Tribal Health Sites,62602,2021-05-11,2021-05-13
Primary Care,1270425,2021-05-10,2021-05-12
Other,125730,2021-05-10,2021-05-12
Public Health,674615,2021-05-10,2021-05-12
Pharmacy,1144810,2021-05-10,2021-05-12
Community Vaccinator,774299,2021-05-10,2021-05-12
Hospital,412634,2021-05-10,2021-05-12
Specialty,211873,2021-05-10,2021-05-12
Tribal Health Sites,62579,2021-05-10,2021-05-12
Community Vaccinator,769226,2021-05-09,2021-05-11
Primary Care,1261997,2021-05-09,2021-05-11
Hospital,411449,2021-05-09,2021-05-11
Pharmacy,1137748,2021-05-09,2021-05-11
Other,125089,2021-05-09,2021-05-11
Public Health,672092,2021-05-09,2021-05-11
Specialty,211075,2021-05-09,2021-05-11
Tribal Health Sites,57106,2021-05-09,2021-05-11
Public Health,671985,2021-05-08,2021-05-10
Community Vaccinator,761071,2021-05-08,2021-05-10
Primary Care,1261379,2021-05-08,2021-05-10
Pharmacy,1126106,2021-05-08,2021-05-10
Specialty,211075,2021-05-08,2021-05-10
Hospital,411400,2021-05-08,2021-05-10
Tribal Health Sites,57106,2021-05-08,2021-05-10
Other,125073,2021-05-08,2021-05-10
Pharmacy,1110959,2021-05-07,2021-05-09
Primary Care,1257443,2021-05-07,2021-05-09
Public Health,670498,2021-05-07,2021-05-09
Community Vaccinator,751423,2021-05-07,2021-05-09
Specialty,211065,2021-05-07,2021-05-09
Hospital,411356,2021-05-07,2021-05-09
Other,124863,2021-05-07,2021-05-09
Tribal Health Sites,57086,2021-05-07,2021-05-09
Pharmacy,1101163,2021-05-06,2021-05-08
Primary Care,1244271,2021-05-06,2021-05-08
Public Health,666259,2021-05-06,2021-05-08
Community Vaccinator,740271,2021-05-06,2021-05-08
Specialty,209866,2021-05-06,2021-05-08
Hospital,408981,2021-05-06,2021-05-08
Other,123971,2021-05-06,2021-05-08
Tribal Health Sites,56977,2021-05-06,2021-05-08
Public Health,658405,2021-05-05,2021-05-07
Primary Care,1228116,2021-05-05,2021-05-07
Pharmacy,1089408,2021-05-05,2021-05-07
Community Vaccinator,734150,2021-05-05,2021-05-07
Hospital,405710,2021-05-05,2021-05-07
Other,123357,2021-05-05,2021-05-07
Specialty,208031,2021-05-05,2021-05-07
Tribal Health Sites,56901,2021-05-05,2021-05-07
Pharmacy,1075616,2021-05-04,2021-05-06
Primary Care,1213880,2021-05-04,2021-05-06
Community Vaccinator,726883,2021-05-04,2021-05-06
Public Health,653141,2021-05-04,2021-05-06
Specialty,205548,2021-05-04,2021-05-06
Hospital,403599,2021-05-04,2021-05-06
Other,122387,2021-05-04,2021-05-06
Tribal Health Sites,56671,2021-05-04,2021-05-06
Primary Care,1202217,2021-05-03,2021-05-05
Other,121792,2021-05-03,2021-05-05
Public Health,648542,2021-05-03,2021-05-05
Community Vaccinator,720612,2021-05-03,2021-05-05
Hospital,401452,2021-05-03,2021-05-05
Pharmacy,1061643,2021-05-03,2021-05-05
Specialty,203338,2021-05-03,2021-05-05
Tribal Health Sites,56567,2021-05-03,2021-05-05
Pharmacy,1056046,2021-05-02,2021-05-04
Public Health,646522,2021-05-02,2021-05-04
Primary Care,1191896,2021-05-02,2021-05-04
Specialty,201105,2021-05-02,2021-05-04
Other,121265,2021-05-02,2021-05-04
Hospital,399644,2021-05-02,2021-05-04
Community Vaccinator,718110,2021-05-02,2021-05-04
Tribal Health Sites,56478,2021-05-02,2021-05-04
Pharmacy,1052359,2021-05-01,2021-05-03
Primary Care,1190994,2021-05-01,2021-05-03
Public Health,646445,2021-05-01,2021-05-03
Community Vaccinator,711767,2021-05-01,2021-05-03
Tribal Health Sites,56478,2021-05-01,2021-05-03
Specialty,201105,2021-05-01,2021-05-03
Hospital,399643,2021-05-01,2021-05-03
Other,120863,2021-05-01,2021-05-03
Pharmacy,1046524,2021-04-30,2021-05-02
Primary Care,1186534,2021-04-30,2021-05-02
Community Vaccinator,702303,2021-04-30,2021-05-02
Public Health,645479,2021-04-30,2021-05-02
Specialty,201045,2021-04-30,2021-05-02
Hospital,399480,2021-04-30,2021-05-02
Other,120483,2021-04-30,2021-05-02
Tribal Health Sites,56371,2021-04-30,2021-05-02
Pharmacy,1034522,2021-04-29,2021-05-01
Primary Care,1170171,2021-04-29,2021-05-01
Community Vaccinator,694847,2021-04-29,2021-05-01
Public Health,637588,2021-04-29,2021-05-01
Specialty,198146,2021-04-29,2021-05-01
Hospital,395322,2021-04-29,2021-05-01
Other,119374,2021-04-29,2021-05-01
Tribal Health Sites,56174,2021-04-29,2021-05-01
Pharmacy,1016496,2021-04-28,2021-04-30
Primary Care,1152558,2021-04-28,2021-04-30
Community Vaccinator,684976,2021-04-28,2021-04-30
Public Health,626319,2021-04-28,2021-04-30
Specialty,195123,2021-04-28,2021-04-30
Hospital,391331,2021-04-28,2021-04-30
Other,118442,2021-04-28,2021-04-30
Tribal Health Sites,53987,2021-04-28,2021-04-30
Pharmacy,1001266,2021-04-27,2021-04-29
Primary Care,1134753,2021-04-27,2021-04-29
Community Vaccinator,677400,2021-04-27,2021-04-29
Public Health,613981,2021-04-27,2021-04-29
Specialty,192233,2021-04-27,2021-04-29
Hospital,388017,2021-04-27,2021-04-29
Other,117038,2021-04-27,2021-04-29
Tribal Health Sites,52631,2021-04-27,2021-04-29
Hospital,385275,2021-04-26,2021-04-28
Tribal Health Sites,52513,2021-04-26,2021-04-28
Primary Care,1122508,2021-04-26,2021-04-28
Pharmacy,987431,2021-04-26,2021-04-28
Public Health,610546,2021-04-26,2021-04-28
Community Vaccinator,669824,2021-04-26,2021-04-28
Specialty,189156,2021-04-26,2021-04-28
Other,116618,2021-04-26,2021-04-28
Pharmacy,976712,2021-04-25,2021-04-27
Primary Care,1111368,2021-04-25,2021-04-27
Community Vaccinator,660494,2021-04-25,2021-04-27
Public Health,607186,2021-04-25,2021-04-27
Specialty,186389,2021-04-25,2021-04-27
Hospital,382817,2021-04-25,2021-04-27
Other,115155,2021-04-25,2021-04-27
Tribal Health Sites,52375,2021-04-25,2021-04-27
Primary Care,1110338,2021-04-24,2021-04-26
Pharmacy,968883,2021-04-24,2021-04-26
Public Health,606199,2021-04-24,2021-04-26
Tribal Health Sites,52375,2021-04-24,2021-04-26
Hospital,382816,2021-04-24,2021-04-26
Specialty,186385,2021-04-24,2021-04-26
Community Vaccinator,656591,2021-04-24,2021-04-26
Other,114721,2021-04-24,2021-04-26
Primary Care,1103999,2021-04-23,2021-04-25
Pharmacy,954878,2021-04-23,2021-04-25
Public Health,603722,2021-04-23,2021-04-25
Hospital,382701,2021-04-23,2021-04-25
Community Vaccinator,645903,2021-04-23,2021-04-25
Other,114108,2021-04-23,2021-04-25
Specialty,184917,2021-04-23,2021-04-25
Tribal Health Sites,52349,2021-04-23,2021-04-25
Pharmacy,937163,2021-04-22,2021-04-24
Primary Care,1082918,2021-04-22,2021-04-24
Community Vaccinator,630768,2021-04-22,2021-04-24
Public Health,590458,2021-04-22,2021-04-24
Specialty,182322,2021-04-22,2021-04-24
Hospital,377398,2021-04-22,2021-04-24
Other,112292,2021-04-22,2021-04-24
Tribal Health Sites,52043,2021-04-22,2021-04-24
Pharmacy,923493,2021-04-21,2021-04-23
Primary Care,1062055,2021-04-21,2021-04-23
Community Vaccinator,623306,2021-04-21,2021-04-23
Public Health,577578,2021-04-21,2021-04-23
Specialty,179021,2021-04-21,2021-04-23
Hospital,372624,2021-04-21,2021-04-23
Other,110760,2021-04-21,2021-04-23
Tribal Health Sites,51772,2021-04-21,2021-04-23
Hospital,368756,2021-04-20,2021-04-22
Tribal Health Sites,51194,2021-04-20,2021-04-22
Primary Care,1041650,2021-04-20,2021-04-22
Pharmacy,909116,2021-04-20,2021-04-22
Public Health,566877,2021-04-20,2021-04-22
Community Vaccinator,613597,2021-04-20,2021-04-22
Specialty,175616,2021-04-20,2021-04-22
Other,110256,2021-04-20,2021-04-22
Pharmacy,893828,2021-04-19,2021-04-21
Primary Care,1027752,2021-04-19,2021-04-21
Community Vaccinator,606462,2021-04-19,2021-04-21
Public Health,559072,2021-04-19,2021-04-21
Specialty,172962,2021-04-19,2021-04-21
Other,109592,2021-04-19,2021-04-21
Hospital,364588,2021-04-19,2021-04-21
Tribal Health Sites,50923,2021-04-19,2021-04-21
Pharmacy,885749,2021-04-18,2021-04-20
Primary Care,1016886,2021-04-18,2021-04-20
Community Vaccinator,597039,2021-04-18,2021-04-20
Public Health,554969,2021-04-18,2021-04-20
Specialty,171398,2021-04-18,2021-04-20
Other,108610,2021-04-18,2021-04-20
Hospital,363213,2021-04-18,2021-04-20
Tribal Health Sites,50758,2021-04-18,2021-04-20
Pharmacy,879302,2021-04-17,2021-04-19
Primary Care,1016182,2021-04-17,2021-04-19
Other,107856,2021-04-17,2021-04-19
Public Health,554969,2021-04-17,2021-04-19
Hospital,363208,2021-04-17,2021-04-19
Specialty,171399,2021-04-17,2021-04-19
Community Vaccinator,587511,2021-04-17,2021-04-19
Tribal Health Sites,50758,2021-04-17,2021-04-19
Pharmacy,864723,2021-04-16,2021-04-18
Primary Care,1006610,2021-04-16,2021-04-18
Community Vaccinator,575243,2021-04-16,2021-04-18
Public Health,551329,2021-04-16,2021-04-18
Specialty,170030,2021-04-16,2021-04-18
Other,107040,2021-04-16,2021-04-18
Hospital,362667,2021-04-16,2021-04-18
Tribal Health Sites,50311,2021-04-16,2021-04-18
Pharmacy,845947,2021-04-15,2021-04-17
Primary Care,985755,2021-04-15,2021-04-17
Community Vaccinator,563804,2021-04-15,2021-04-17
Public Health,540530,2021-04-15,2021-04-17
Specialty,167311,2021-04-15,2021-04-17
Other,106092,2021-04-15,2021-04-17
Hospital,358322,2021-04-15,2021-04-17
Tribal Health Sites,49455,2021-04-15,2021-04-17
Primary Care,961850,2021-04-14,2021-04-16
Tribal Health Sites,49229,2021-04-14,2021-04-16
Pharmacy,826426,2021-04-14,2021-04-16
Community Vaccinator,550692,2021-04-14,2021-04-16
Specialty,164016,2021-04-14,2021-04-16
Hospital,352233,2021-04-14,2021-04-16
Public Health,522175,2021-04-14,2021-04-16
Other,105414,2021-04-14,2021-04-16
Hospital,348786,2021-04-13,2021-04-15
Tribal Health Sites,49009,2021-04-13,2021-04-15
Public Health,508585,2021-04-13,2021-04-15
Pharmacy,812619,2021-04-13,2021-04-15
Other,104622,2021-04-13,2021-04-15
Primary Care,941873,2021-04-13,2021-04-15
Specialty,160313,2021-04-13,2021-04-15
Community Vaccinator,540587,2021-04-13,2021-04-15
Primary Care,927366,2021-04-12,2021-04-14
Pharmacy,793203,2021-04-12,2021-04-14
Hospital,346116,2021-04-12,2021-04-14
Community Vaccinator,532852,2021-04-12,2021-04-14
Other,103921,2021-04-12,2021-04-14
Public Health,504614,2021-04-12,2021-04-14
Specialty,157126,2021-04-12,2021-04-14
Tribal Health Sites,48730,2021-04-12,2021-04-14
Primary Care,914486,2021-04-11,2021-04-13
Hospital,344489,2021-04-11,2021-04-13
Pharmacy,782242,2021-04-11,2021-04-13
Community Vaccinator,519880,2021-04-11,2021-04-13
Other,103003,2021-04-11,2021-04-13
Public Health,501727,2021-04-11,2021-04-13
Specialty,154747,2021-04-11,2021-04-13
Tribal Health Sites,48509,2021-04-11,2021-04-13
Hospital,344485,2021-04-10,2021-04-12
Tribal Health Sites,48509,2021-04-10,2021-04-12
Public Health,501395,2021-04-10,2021-04-12
Pharmacy,770792,2021-04-10,2021-04-12
Other,102255,2021-04-10,2021-04-12
Primary Care,914244,2021-04-10,2021-04-12
Specialty,154747,2021-04-10,2021-04-12
Community Vaccinator,508029,2021-04-10,2021-04-12
Pharmacy,750825,2021-04-09,2021-04-11
Primary Care,903833,2021-04-09,2021-04-11
Community Vaccinator,495236,2021-04-09,2021-04-11
Public Health,498526,2021-04-09,2021-04-11
Specialty,153927,2021-04-09,2021-04-11
Other,100000,2021-04-09,2021-04-11
Hospital,343500,2021-04-09,2021-04-11
Tribal Health Sites,48384,2021-04-09,2021-04-11
Hospital,338521,2021-04-08,2021-04-10
Tribal Health Sites,47596,2021-04-08,2021-04-10
Primary Care,881636,2021-04-08,2021-04-10
Pharmacy,724216,2021-04-08,2021-04-10
Public Health,485850,2021-04-08,2021-04-10
Community Vaccinator,482181,2021-04-08,2021-04-10
Other,97755,2021-04-08,2021-04-10
Specialty,150137,2021-04-08,2021-04-10
Public Health,465922,2021-04-07,2021-04-09
Community Vaccinator,473501,2021-04-07,2021-04-09
Primary Care,855633,2021-04-07,2021-04-09
Specialty,146245,2021-04-07,2021-04-09
Hospital,334064,2021-04-07,2021-04-09
Pharmacy,699805,2021-04-07,2021-04-09
Tribal Health Sites,46692,2021-04-07,2021-04-09
Other,96816,2021-04-07,2021-04-09
Public Health,450870,2021-04-06,2021-04-08
Community Vaccinator,466884,2021-04-06,2021-04-08
Primary Care,831595,2021-04-06,2021-04-08
Specialty,142151,2021-04-06,2021-04-08
Pharmacy,685274,2021-04-06,2021-04-08
Hospital,329808,2021-04-06,2021-04-08
Tribal Health Sites,45942,2021-04-06,2021-04-08
Other,95905,2021-04-06,2021-04-08
Specialty,138560,2021-04-05,2021-04-07
Pharmacy,670615,2021-04-05,2021-04-07
Community Vaccinator,460772,2021-04-05,2021-04-07
Public Health,443873,2021-04-05,2021-04-07
Hospital,326632,2021-04-05,2021-04-07
Primary Care,815286,2021-04-05,2021-04-07
Tribal Health Sites,45629,2021-04-05,2021-04-07
Other,94630,2021-04-05,2021-04-07
Tribal Health Sites,45309,2021-04-04,2021-04-06
Primary Care,802765,2021-04-04,2021-04-06
Pharmacy,661619,2021-04-04,2021-04-06
Public Health,439378,2021-04-04,2021-04-06
Community Vaccinator,445271,2021-04-04,2021-04-06
Hospital,322890,2021-04-04,2021-04-06
Specialty,136049,2021-04-04,2021-04-06
Other,94169,2021-04-04,2021-04-06
Pharmacy,638445,2021-04-02,2021-04-05
Other,91019,2021-04-02,2021-04-05
Primary Care,795970,2021-04-02,2021-04-05
Hospital,322111,2021-04-02,2021-04-05
Community Vaccinator,432411,2021-04-02,2021-04-05
Public Health,436524,2021-04-02,2021-04-05
Specialty,134343,2021-04-02,2021-04-05
Tribal Health Sites,44349,2021-04-02,2021-04-05
Public Health,425858,2021-04-01,2021-04-03
Community Vaccinator,423085,2021-04-01,2021-04-03
Primary Care,775665,2021-04-01,2021-04-03
Specialty,131901,2021-04-01,2021-04-03
Hospital,317323,2021-04-01,2021-04-03
Pharmacy,619994,2021-04-01,2021-04-03
Tribal Health Sites,42664,2021-04-01,2021-04-03
Other,89557,2021-04-01,2021-04-03
Community Vaccinator,414222,2021-03-31,2021-04-02
Public Health,407197,2021-03-31,2021-04-02
Primary Care,748138,2021-03-31,2021-04-02
Specialty,127618,2021-03-31,2021-04-02
Pharmacy,600969,2021-03-31,2021-04-02
Hospital,311882,2021-03-31,2021-04-02
Tribal Health Sites,42352,2021-03-31,2021-04-02
Other,88096,2021-03-31,2021-04-02
Tribal Health Sites,41899,2021-03-30,2021-04-01
Hospital,307439,2021-03-30,2021-04-01
Public Health,390538,2021-03-30,2021-04-01
Pharmacy,588797,2021-03-30,2021-04-01
Other,87688,2021-03-30,2021-04-01
Primary Care,727020,2021-03-30,2021-04-01
Specialty,123528,2021-03-30,2021-04-01
Community Vaccinator,407758,2021-03-30,2021-04-01
Public Health,387028,2021-03-29,2021-03-31
Community Vaccinator,396021,2021-03-29,2021-03-31
Primary Care,713886,2021-03-29,2021-03-31
Pharmacy,578344,2021-03-29,2021-03-31
Hospital,303658,2021-03-29,2021-03-31
Tribal Health Sites,41207,2021-03-29,2021-03-31
Other,87363,2021-03-29,2021-03-31
Specialty,120880,2021-03-29,2021-03-31
Pharmacy,570150,2021-03-28,2021-03-30
Hospital,302220,2021-03-28,2021-03-30
Primary Care,704604,2021-03-28,2021-03-30
Public Health,384442,2021-03-28,2021-03-30
Tribal Health Sites,40874,2021-03-28,2021-03-30
Other,87011,2021-03-28,2021-03-30
Community Vaccinator,371620,2021-03-28,2021-03-30
Specialty,119441,2021-03-28,2021-03-30
Public Health,383542,2021-03-27,2021-03-29
Community Vaccinator,370273,2021-03-27,2021-03-29
Primary Care,702955,2021-03-27,2021-03-29
Pharmacy,539337,2021-03-27,2021-03-29
Hospital,302230,2021-03-27,2021-03-29
Tribal Health Sites,40870,2021-03-27,2021-03-29
Other,86385,2021-03-27,2021-03-29
Specialty,119441,2021-03-27,2021-03-29
Hospital,301508,2021-03-26,2021-03-28
Public Health,379944,2021-03-26,2021-03-28
Tribal Health Sites,40565,2021-03-26,2021-03-28
Pharmacy,526673,2021-03-26,2021-03-28
Other,85354,2021-03-26,2021-03-28
Primary Care,693033,2021-03-26,2021-03-28
