category,doses,filed_date,report_date
Total Johnson & Johnson doses administered,166326,2021-04-10,2021-04-12
Total Unknown/missing vaccine type,19,2021-04-10,2021-04-12
Total vaccine doses administered,3294231,2021-04-09,2021-04-11
Total Pfizer doses administered,1681614,2021-04-09,2021-04-11
Total Moderna doses administered,1463437,2021-04-09,2021-04-11
Total Johnson & Johnson doses administered,149161,2021-04-09,2021-04-11
Total Unknown/missing vaccine type,19,2021-04-09,2021-04-11
Total vaccine doses administered,3207892,2021-04-08,2021-04-10
Total Pfizer doses administered,1642582,2021-04-08,2021-04-10
Total Moderna doses administered,1439202,2021-04-08,2021-04-10
Total Johnson & Johnson doses administered,126080,2021-04-08,2021-04-10
Total Unknown/missing vaccine type,28,2021-04-08,2021-04-10
Total vaccine doses administered,3118678,2021-04-07,2021-04-09
Total Pfizer doses administered,1598081,2021-04-07,2021-04-09
Total Moderna doses administered,1407858,2021-04-07,2021-04-09
Total Johnson & Johnson doses administered,112717,2021-04-07,2021-04-09
Total Unknown/missing vaccine type,22,2021-04-07,2021-04-09
Total vaccine doses administered,3048429,2021-04-06,2021-04-08
Total Pfizer doses administered,1561918,2021-04-06,2021-04-08
Total Moderna doses administered,1382373,2021-04-06,2021-04-08
Total Johnson & Johnson doses administered,104132,2021-04-06,2021-04-08
Total Unknown/missing vaccine type,6,2021-04-06,2021-04-08
Total vaccine doses administered,2995997,2021-04-05,2021-04-07
Total Pfizer doses administered,1532588,2021-04-05,2021-04-07
Total Moderna doses administered,1363899,2021-04-05,2021-04-07
Total Johnson & Johnson doses administered,99504,2021-04-05,2021-04-07
Total Unknown/missing vaccine type,6,2021-04-05,2021-04-07
Total vaccine doses administered,2947450,2021-04-04,2021-04-06
Total Pfizer doses administered,1504504,2021-04-04,2021-04-06
Total Moderna doses administered,1351711,2021-04-04,2021-04-06
Total Johnson & Johnson doses administered,91228,2021-04-04,2021-04-06
Total Unknown/missing vaccine type,7,2021-04-04,2021-04-06
Total vaccine doses administered,2895172,2021-04-02,2021-04-04
Total Pfizer doses administered,1475702,2021-04-02,2021-04-04
Total Moderna doses administered,1336555,2021-04-02,2021-04-04
Total Johnson & Johnson doses administered,82907,2021-04-02,2021-04-04
Total Unknown/missing vaccine type,8,2021-04-02,2021-04-04
Total vaccine doses administered,2826047,2021-04-01,2021-04-03
Total Pfizer doses administered,1439166,2021-04-01,2021-04-03
Total Moderna doses administered,1307837,2021-04-01,2021-04-03
Total Johnson & Johnson doses administered,79038,2021-04-01,2021-04-03
Total Unknown/missing vaccine type,6,2021-04-01,2021-04-03
Total vaccine doses administered,2740474,2021-03-31,2021-04-02
Total Pfizer doses administered,1396804,2021-03-31,2021-04-02
Total Moderna doses administered,1270183,2021-03-31,2021-04-02
Total Johnson & Johnson doses administered,73482,2021-03-31,2021-04-02
Total Unknown/missing vaccine type,5,2021-03-31,2021-04-02
Total vaccine doses administered,2674667,2021-03-30,2021-04-01
Total Pfizer doses administered,1362819,2021-03-30,2021-04-01
Total Moderna doses administered,1241435,2021-03-30,2021-04-01
Total Johnson & Johnson doses administered,70408,2021-03-30,2021-04-01
Total Unknown/missing vaccine type,5,2021-03-30,2021-04-01
Total vaccine doses administered,2628387,2021-03-29,2021-03-31
Total Pfizer doses administered,1339455,2021-03-29,2021-03-31
Total Moderna doses administered,1222770,2021-03-29,2021-03-31
Total Johnson & Johnson doses administered,66158,2021-03-29,2021-03-31
Total Unknown/missing vaccine type,4,2021-03-29,2021-03-31
Total vaccine doses administered,2580362,2021-03-28,2021-03-30
Total Pfizer doses administered,1317650,2021-03-28,2021-03-30
Total Moderna doses administered,1197242,2021-03-28,2021-03-30
Total Johnson & Johnson doses administered,65464,2021-03-28,2021-03-30
Total Unknown/missing vaccine type,6,2021-03-28,2021-03-30
Total vaccine doses administered,2545033,2021-03-27,2021-03-29
Total Pfizer doses administered,1302557,2021-03-27,2021-03-29
Total Moderna doses administered,1182673,2021-03-27,2021-03-29
Total Johnson & Johnson doses administered,59797,2021-03-27,2021-03-29
Total Unknown/missing vaccine type,6,2021-03-27,2021-03-29
Total vaccine doses administered,2512837,2021-03-26,2021-03-28
Total Pfizer doses administered,1284430,2021-03-26,2021-03-28
Total Moderna doses administered,1169746,2021-03-26,2021-03-28
Total Johnson & Johnson doses administered,58655,2021-03-26,2021-03-28
Total Unknown/missing vaccine type,6,2021-03-26,2021-03-28
Total vaccine doses administered,2441210,2021-03-25,2021-03-27
Total Pfizer doses administered,1251825,2021-03-25,2021-03-27
Total Moderna doses administered,1132211,2021-03-25,2021-03-27
Total Johnson & Johnson doses administered,57170,2021-03-25,2021-03-27
Total Unknown/missing vaccine type,4,2021-03-25,2021-03-27
Total vaccine doses administered,2363495,2021-03-24,2021-03-26
Total Pfizer doses administered,1212653,2021-03-24,2021-03-26
Total Moderna doses administered,1096516,2021-03-24,2021-03-26
Total Johnson & Johnson doses administered,54322,2021-03-24,2021-03-26
Total Unknown/missing vaccine type,4,2021-03-24,2021-03-26
Total vaccine doses administered,2305796,2021-03-23,2021-03-25
Total Pfizer doses administered,1180975,2021-03-23,2021-03-25
Total Moderna doses administered,1072616,2021-03-23,2021-03-25
Total Johnson & Johnson doses administered,52201,2021-03-23,2021-03-25
Total Unknown/missing vaccine type,4,2021-03-23,2021-03-25
Total vaccine doses administered,2271672,2021-03-22,2021-03-24
Total Pfizer doses administered,1158972,2021-03-22,2021-03-24
Total Moderna doses administered,1062056,2021-03-22,2021-03-24
Total Johnson & Johnson doses administered,50640,2021-03-22,2021-03-24
Total Unknown/missing vaccine type,4,2021-03-22,2021-03-24
Total vaccine doses administered,2246710,2021-03-21,2021-03-23
Total Pfizer doses administered,1145656,2021-03-21,2021-03-23
Total Moderna doses administered,1050733,2021-03-21,2021-03-23
Total Johnson & Johnson doses administered,50315,2021-03-21,2021-03-23
Total Unknown/missing vaccine type,6,2021-03-21,2021-03-23
Total vaccine doses administered,2235281,2021-03-20,2021-03-22
Total Pfizer doses administered,1137989,2021-03-20,2021-03-22
Total Moderna doses administered,1047150,2021-03-20,2021-03-22
Total Johnson & Johnson doses administered,50137,2021-03-20,2021-03-22
Total Unknown/missing vaccine type,5,2021-03-20,2021-03-22
Total vaccine doses administered,2202673,2021-03-19,2021-03-21
Total Pfizer doses administered,1120571,2021-03-19,2021-03-21
Total Moderna doses administered,1032119,2021-03-19,2021-03-21
Total Johnson & Johnson doses administered,49978,2021-03-19,2021-03-21
Total Unknown/missing vaccine type,5,2021-03-19,2021-03-21
Total vaccine doses administered,2143348,2021-03-18,2021-03-20
Total Pfizer doses administered,1089284,2021-03-18,2021-03-20
Total Moderna doses administered,1005962,2021-03-18,2021-03-20
Total Johnson & Johnson doses administered,48097,2021-03-18,2021-03-20
Total Unknown/missing vaccine type,5,2021-03-18,2021-03-20
Total vaccine doses administered,2082088,2021-03-17,2021-03-19
Total Pfizer doses administered,1057431,2021-03-17,2021-03-19
Total Moderna doses administered,976854,2021-03-17,2021-03-19
Total Johnson & Johnson doses administered,47791,2021-03-17,2021-03-19
Total Unknown/missing vaccine type,12,2021-03-17,2021-03-19
Total vaccine doses administered,2023574,2021-03-16,2021-03-18
Total Pfizer doses administered,1022554,2021-03-16,2021-03-18
Total Moderna doses administered,953673,2021-03-16,2021-03-18
Total Johnson & Johnson doses administered,47336,2021-03-16,2021-03-18
Total Unknown/missing vaccine type,11,2021-03-16,2021-03-18
Total vaccine doses administered,1987705,2021-03-15,2021-03-17
Total Pfizer doses administered,1001826,2021-03-15,2021-03-17
Total Moderna doses administered,938816,2021-03-15,2021-03-17
Total Johnson & Johnson doses administered,47052,2021-03-15,2021-03-17
Total Unknown/missing vaccine type,11,2021-03-15,2021-03-17
Total vaccine doses administered,1955354,2021-03-14,2021-03-16
Total Pfizer doses administered,988702,2021-03-14,2021-03-16
Total Moderna doses administered,924059,2021-03-14,2021-03-16
Total Johnson & Johnson doses administered,42583,2021-03-14,2021-03-16
Total Unknown/missing vaccine type,10,2021-03-14,2021-03-16
Total vaccine doses administered,1947885,2021-03-13,2021-03-15
Total Pfizer doses administered,986567,2021-03-13,2021-03-15
Total Moderna doses administered,920551,2021-03-13,2021-03-15
Total Johnson & Johnson doses administered,40757,2021-03-13,2021-03-15
Total Unknown/missing vaccine type,10,2021-03-13,2021-03-15
Total vaccine doses administered,1914713,2021-03-12,2021-03-14
Total Pfizer doses administered,974877,2021-03-12,2021-03-14
Total Moderna doses administered,903447,2021-03-12,2021-03-14
Total Johnson & Johnson doses administered,36343,2021-03-12,2021-03-14
Total Unknown/missing vaccine type,46,2021-03-12,2021-03-14
Total vaccine doses administered,1856323,2021-03-11,2021-03-13
Total Pfizer doses administered,950058,2021-03-11,2021-03-13
Total Moderna doses administered,871111,2021-03-11,2021-03-13
Total Johnson & Johnson doses administered,35109,2021-03-11,2021-03-13
Total Unknown/missing vaccine type,45,2021-03-11,2021-03-13
Total vaccine doses administered,1795517,2021-03-10,2021-03-12
Total Pfizer doses administered,924464,2021-03-10,2021-03-12
Total Moderna doses administered,840065,2021-03-10,2021-03-12
Total Johnson & Johnson doses administered,30943,2021-03-10,2021-03-12
Total Unknown/missing vaccine type,45,2021-03-10,2021-03-12
Total vaccine doses administered,1747420,2021-03-09,2021-03-11
Total Pfizer doses administered,903723,2021-03-09,2021-03-11
Total Moderna doses administered,815623,2021-03-09,2021-03-11
Total Johnson & Johnson doses administered,28065,2021-03-09,2021-03-11
Total Unknown/missing vaccine type,9,2021-03-09,2021-03-11
Total vaccine doses administered,1698793,2021-03-08,2021-03-10
Total Pfizer doses administered,887931,2021-03-08,2021-03-10
Total Moderna doses administered,788367,2021-03-08,2021-03-10
Total Johnson & Johnson doses administered,22488,2021-03-08,2021-03-10
Total Unknown/missing vaccine type,7,2021-03-08,2021-03-10
Total vaccine doses administered,1675676,2021-03-07,2021-03-09
Total Pfizer doses administered,880261,2021-03-07,2021-03-09
Total Moderna doses administered,779151,2021-03-07,2021-03-09
Total Johnson & Johnson doses administered,16254,2021-03-07,2021-03-09
Total Unknown/missing vaccine type,10,2021-03-07,2021-03-09
Total vaccine doses administered,1655056,2021-03-06,2021-03-08
Total Pfizer doses administered,873660,2021-03-06,2021-03-08
Total Moderna doses administered,769697,2021-03-06,2021-03-08
Total Johnson & Johnson doses administered,11689,2021-03-06,2021-03-08
Total Unknown/missing vaccine type,10,2021-03-06,2021-03-08
Total vaccine doses administered,1612722,2021-03-05,2021-03-07
Total Pfizer doses administered,860184,2021-03-05,2021-03-07
Total Moderna doses administered,746904,2021-03-05,2021-03-07
Total Johnson & Johnson doses administered,5627,2021-03-05,2021-03-07
Total Unknown/missing vaccine type,7,2021-03-05,2021-03-07
Total vaccine doses administered,1561329,2021-03-04,2021-03-06
Total Pfizer doses administered,843711,2021-03-04,2021-03-06
Total Moderna doses administered,716894,2021-03-04,2021-03-06
Total Johnson & Johnson doses administered,717,2021-03-04,2021-03-06
Total Unknown/missing vaccine type,7,2021-03-04,2021-03-06
Total vaccine doses administered,1498369,2021-03-03,2021-03-05
Total Pfizer doses administered,818655,2021-03-03,2021-03-05
Total Moderna doses administered,679642,2021-03-03,2021-03-05
Total Johnson & Johnson doses administered,64,2021-03-03,2021-03-05
Total Unknown/missing vaccine type,8,2021-03-03,2021-03-05
Total vaccine doses administered,1450360,2021-03-02,2021-03-04
Total Pfizer doses administered,794594,2021-03-02,2021-03-04
Total Moderna doses administered,655752,2021-03-02,2021-03-04
Total Unknown/missing vaccine type,14,2021-03-02,2021-03-04
Total vaccine doses administered,1415372,2021-03-01,2021-03-03
Total Pfizer doses administered,776096,2021-03-01,2021-03-03
Total Moderna doses administered,639264,2021-03-01,2021-03-03
Total Unknown/missing vaccine type,12,2021-03-01,2021-03-03
Total vaccine doses administered,1383609,2021-02-28,2021-03-02
Total Pfizer doses administered,763347,2021-02-28,2021-03-02
Total Moderna doses administered,620247,2021-02-28,2021-03-02
Total Unknown/missing vaccine type,15,2021-02-28,2021-03-02
Total vaccine doses administered,1371772,2021-02-27,2021-03-01
Total Pfizer doses administered,759714,2021-02-27,2021-03-01
Total Moderna doses administered,612043,2021-02-27,2021-03-01
Total Unknown/missing vaccine type,15,2021-02-27,2021-03-01
Total vaccine doses administered,1338841,2021-02-26,2021-02-28
Total Pfizer doses administered,749629,2021-02-26,2021-02-28
Total Moderna doses administered,589197,2021-02-26,2021-02-28
Total Unknown/missing vaccine type,15,2021-02-26,2021-02-28
Total vaccine doses administered,1269572,2021-02-25,2021-02-27
Total Pfizer doses administered,723742,2021-02-25,2021-02-27
Total Moderna doses administered,545816,2021-02-25,2021-02-27
Total Unknown/missing vaccine type,14,2021-02-25,2021-02-27
Total vaccine doses administered,1212816,2021-02-24,2021-02-26
Total Pfizer doses administered,694191,2021-02-24,2021-02-26
Total Moderna doses administered,518613,2021-02-24,2021-02-26
Total Unknown/missing vaccine type,12,2021-02-24,2021-02-26
Total vaccine doses administered,1171258,2021-02-23,2021-02-25
Total Pfizer doses administered,670209,2021-02-23,2021-02-25
Total Moderna doses administered,501033,2021-02-23,2021-02-25
Total Unknown/missing vaccine type,16,2021-02-23,2021-02-25
Total vaccine doses administered,1142741,2021-02-22,2021-02-24
Total Pfizer doses administered,650500,2021-02-22,2021-02-24
Total Moderna doses administered,492223,2021-02-22,2021-02-24
Total Unknown/missing vaccine type,18,2021-02-22,2021-02-24
Total vaccine doses administered,1125916,2021-02-21,2021-02-23
Total Pfizer doses administered,640856,2021-02-21,2021-02-23
Total Moderna doses administered,485044,2021-02-21,2021-02-23
Total Unknown/missing vaccine type,16,2021-02-21,2021-02-23
Total vaccine doses administered,1118532,2021-02-20,2021-02-22
Total Pfizer doses administered,636822,2021-02-20,2021-02-22
Total Moderna doses administered,481694,2021-02-20,2021-02-22
Total Unknown/missing vaccine type,16,2021-02-20,2021-02-22
Total vaccine doses administered,1097679,2021-02-19,2021-02-21
Total Pfizer doses administered,622591,2021-02-19,2021-02-21
Total Moderna doses administered,475071,2021-02-19,2021-02-21
Total Unknown/missing vaccine type,17,2021-02-19,2021-02-21
Total vaccine doses administered,1059617,2021-02-18,2021-02-20
Total Pfizer doses administered,599047,2021-02-18,2021-02-20
Total Moderna doses administered,460554,2021-02-18,2021-02-20
Total Unknown/missing vaccine type,16,2021-02-18,2021-02-20
Total vaccine doses administered,1016210,2021-02-17,2021-02-19
Total Pfizer doses administered,575525,2021-02-17,2021-02-19
Total Moderna doses administered,440667,2021-02-17,2021-02-19
Total Unknown/missing vaccine type,18,2021-02-17,2021-02-19
Total vaccine doses administered,975626,2021-02-16,2021-02-18
Total Pfizer doses administered,555197,2021-02-16,2021-02-18
Total Moderna doses administered,420414,2021-02-16,2021-02-18
Total Unknown/missing vaccine type,15,2021-02-16,2021-02-18
Total vaccine doses administered,943251,2021-02-15,2021-02-17
Total Pfizer doses administered,535694,2021-02-15,2021-02-17
Total Moderna doses administered,407538,2021-02-15,2021-02-17
Total Unknown/missing vaccine type,19,2021-02-15,2021-02-17
Total vaccine doses administered,927384,2021-02-14,2021-02-16
Total Pfizer doses administered,528361,2021-02-14,2021-02-16
Total Moderna doses administered,399001,2021-02-14,2021-02-16
Total Unknown/missing vaccine type,22,2021-02-14,2021-02-16
Total vaccine doses administered,914984,2021-02-13,2021-02-15
Total Pfizer doses administered,526918,2021-02-13,2021-02-15
Total Moderna doses administered,388044,2021-02-13,2021-02-15
Total Unknown/missing vaccine type,22,2021-02-13,2021-02-15
Total vaccine doses administered,889831,2021-02-12,2021-02-14
Total Pfizer doses administered,518260,2021-02-12,2021-02-14
Total Moderna doses administered,371551,2021-02-12,2021-02-14
Total Unknown/missing vaccine type,20,2021-02-12,2021-02-14
Total vaccine doses administered,852002,2021-02-11,2021-02-13
Total Pfizer doses administered,499660,2021-02-11,2021-02-13
Total Moderna doses administered,352325,2021-02-11,2021-02-13
Total Unknown/missing vaccine type,17,2021-02-11,2021-02-13
Total vaccine doses administered,808827,2021-02-10,2021-02-12
Total Pfizer doses administered,478746,2021-02-10,2021-02-12
Total Moderna doses administered,330063,2021-02-10,2021-02-12
Total Unknown/missing vaccine type,18,2021-02-10,2021-02-12
Total vaccine doses administered,777459,2021-02-09,2021-02-11
Total Pfizer doses administered,463467,2021-02-09,2021-02-11
Total Moderna doses administered,313976,2021-02-09,2021-02-11
Total Unknown/missing vaccine type,16,2021-02-09,2021-02-11
Total vaccine doses administered,753019,2021-02-08,2021-02-10
Total Pfizer doses administered,450233,2021-02-08,2021-02-10
Total Moderna doses administered,302767,2021-02-08,2021-02-10
Total Unknown/missing vaccine type,19,2021-02-08,2021-02-10
Total vaccine doses administered,732216,2021-02-07,2021-02-09
Total Pfizer doses administered,439813,2021-02-07,2021-02-09
Total Moderna doses administered,292385,2021-02-07,2021-02-09
Total Unknown/missing vaccine type,18,2021-02-07,2021-02-09
Total vaccine doses administered,727475,2021-02-06,2021-02-08
Total Pfizer doses administered,439117,2021-02-06,2021-02-08
Total Moderna doses administered,288340,2021-02-06,2021-02-08
Total Unknown/missing vaccine type,18,2021-02-06,2021-02-08
Total vaccine doses administered,711678,2021-02-05,2021-02-07
Total Pfizer doses administered,434071,2021-02-05,2021-02-07
Total Moderna doses administered,277589,2021-02-05,2021-02-07
Total Unknown/missing vaccine type,18,2021-02-05,2021-02-07
Total vaccine doses administered,673586,2021-02-04,2021-02-06
Total Pfizer doses administered,420421,2021-02-04,2021-02-06
Total Moderna doses administered,253149,2021-02-04,2021-02-06
Total Unknown/missing vaccine type,16,2021-02-04,2021-02-06
Total vaccine doses administered,637015,2021-02-03,2021-02-05
Total Pfizer doses administered,405836,2021-02-03,2021-02-05
Total Moderna doses administered,231163,2021-02-03,2021-02-05
Total Unknown/missing vaccine type,16,2021-02-03,2021-02-05
Total vaccine doses administered,604864,2021-02-02,2021-02-04
Total Pfizer doses administered,389672,2021-02-02,2021-02-04
Total Moderna doses administered,215178,2021-02-02,2021-02-04
Total Unknown/missing vaccine type,14,2021-02-02,2021-02-04
Total vaccine doses administered,582395,2021-02-01,2021-02-03
Total Pfizer doses administered,376014,2021-02-01,2021-02-03
Total Moderna doses administered,205860,2021-02-01,2021-02-03
Total Unknown/missing vaccine type,521,2021-02-01,2021-02-03
Total vaccine doses administered,565603,2021-01-31,2021-02-02
Total Pfizer doses administered,367490,2021-01-31,2021-02-02
Total Moderna doses administered,197657,2021-01-31,2021-02-02
Total Unknown/missing vaccine type,456,2021-01-31,2021-02-02
Total vaccine doses administered,559383,2021-01-30,2021-02-01
Total Pfizer doses administered,365850,2021-01-30,2021-02-01
Total Moderna doses administered,193074,2021-01-30,2021-02-01
Total Unknown/missing vaccine type,459,2021-01-30,2021-02-01
Total vaccine doses administered,531048,2021-01-29,2021-01-31
Total Pfizer doses administered,349626,2021-01-29,2021-01-31
Total Moderna doses administered,180966,2021-01-29,2021-01-31
Total Unknown/missing vaccine type,456,2021-01-29,2021-01-31
Total vaccine doses administered,488360,2021-01-28,2021-01-30
Total Pfizer doses administered,326578,2021-01-28,2021-01-30
Total Moderna doses administered,161367,2021-01-28,2021-01-30
Total Unknown/missing vaccine type,415,2021-01-28,2021-01-30
Total vaccine doses administered,444164,2021-01-27,2021-01-29
Total Pfizer doses administered,299831,2021-01-27,2021-01-29
Total Moderna doses administered,144100,2021-01-27,2021-01-29
Total Unknown/missing vaccine type,233,2021-01-27,2021-01-29
Total vaccine doses administered,407063,2021-01-26,2021-01-28
Total Pfizer doses administered,277754,2021-01-26,2021-01-28
Total Moderna doses administered,129088,2021-01-26,2021-01-28
Total Unknown/missing vaccine type,221,2021-01-26,2021-01-28
Total vaccine doses administered,375934,2021-01-25,2021-01-27
Total Pfizer doses administered,254910,2021-01-25,2021-01-27
Total Moderna doses administered,120803,2021-01-25,2021-01-27
Total Unknown/missing vaccine type,221,2021-01-25,2021-01-27
Total vaccine doses administered,353113,2021-01-24,2021-01-26
Total Pfizer doses administered,238932,2021-01-24,2021-01-26
Total Moderna doses administered,114012,2021-01-24,2021-01-26
Total Unknown/missing vaccine type,169,2021-01-24,2021-01-26
Total vaccine doses administered,335477,2021-01-22,2021-01-25
Total Pfizer doses administered,226562,2021-01-22,2021-01-25
Total Moderna doses administered,108750,2021-01-22,2021-01-25
Total Unknown/missing vaccine type,165,2021-01-22,2021-01-25
Total vaccine doses administered,311600,2021-01-21,2021-01-24
Total Pfizer doses administered,211859,2021-01-21,2021-01-24
Total Moderna doses administered,99626,2021-01-21,2021-01-24
Total Unknown/missing vaccine type,115,2021-01-21,2021-01-24
Total vaccine doses administered,289846,2021-01-20,2021-01-23
Total Pfizer doses administered,199929,2021-01-20,2021-01-23
Total Moderna doses administered,89839,2021-01-20,2021-01-23
Total Unknown/missing vaccine type,78,2021-01-20,2021-01-23
Total vaccine doses administered,264275,2021-01-19,2021-01-22
Total Pfizer doses administered,183226,2021-01-19,2021-01-22
Total Moderna doses administered,80971,2021-01-19,2021-01-22
Total Unknown/missing vaccine type,78,2021-01-19,2021-01-22
Total vaccine doses administered,246364,2021-01-18,2021-01-21
Total Pfizer doses administered,171526,2021-01-18,2021-01-21
Total Moderna doses administered,74765,2021-01-18,2021-01-21
Total Unknown/missing vaccine type,73,2021-01-18,2021-01-21
Total vaccine doses administered,239910,2021-01-17,2021-01-20
Total Pfizer doses administered,165816,2021-01-17,2021-01-20
Total Moderna doses administered,74020,2021-01-17,2021-01-20
Total Unknown/missing vaccine type,74,2021-01-17,2021-01-20
Total vaccine doses administered,238935,2021-01-16,2021-01-19
Total Pfizer doses administered,165357,2021-01-16,2021-01-19
Total Moderna doses administered,73503,2021-01-16,2021-01-19
Total Unknown/missing vaccine type,75,2021-01-16,2021-01-19
Total vaccine doses administered,232952,2021-01-15,2021-01-18
Total Pfizer doses administered,164400,2021-01-15,2021-01-18
Total Moderna doses administered,68481,2021-01-15,2021-01-18
Total Unknown/missing vaccine type,71,2021-01-15,2021-01-18
Total vaccine doses administered,221183,2021-01-14,2021-01-17
Total Pfizer doses administered,159127,2021-01-14,2021-01-17
Total Moderna doses administered,62008,2021-01-14,2021-01-17
Total Unknown/missing vaccine type,48,2021-01-14,2021-01-17
Total vaccine doses administered,206559,2021-01-13,2021-01-16
Total Pfizer doses administered,150155,2021-01-13,2021-01-16
Total Moderna doses administered,56369,2021-01-13,2021-01-16
Total Unknown/missing vaccine type,35,2021-01-13,2021-01-16
Total vaccine doses administered,187074,2021-01-12,2021-01-15
Total Pfizer doses administered,137954,2021-01-12,2021-01-15
Total Moderna doses administered,49083,2021-01-12,2021-01-15
Total Unknown/missing vaccine type,37,2021-01-12,2021-01-15
Total vaccine doses administered,169416,NA,2021-01-14
Total Pfizer doses administered,124497,NA,2021-01-14
Total Moderna doses administered,44882,NA,2021-01-14
Total Unknown/missing vaccine type,37,NA,2021-01-14
Total vaccine doses administered,155800,NA,2021-01-13
Total Pfizer doses administered,114078,NA,2021-01-13
Total Moderna doses administered,41690,NA,2021-01-13
Total Unknown/missing vaccine type,32,NA,2021-01-13
Total vaccine doses administered,152849,NA,2021-01-12
Total Pfizer doses administered,113114,NA,2021-01-12
Total Moderna doses administered,39678,NA,2021-01-12
Unknown/missing vaccine type,57,NA,2021-01-12
