age_group,year,week,case_definition,white,black_african_american,american_indian,asian_pacific_islander,multiracial,hispanic,web_date
65+,2022,4,At least one vaccine dose,0.992,1,0.8390000000000001,1,0.963,0.9420000000000001,2022-06-06
11-May,2022,4,At least one vaccine dose,0.354,0.223,0.309,0.573,0.217,0.276,2022-06-06
5+,2022,4,At least one vaccine dose,0.703,0.6709999999999999,0.6,0.8640000000000001,0.401,0.679,2022-06-06
45-64,2022,4,At least one vaccine dose,0.703,0.902,0.687,0.971,0.6679999999999999,0.8640000000000001,2022-06-06
19-44,2022,4,At least one vaccine dose,0.66,0.684,0.598,0.847,0.43700000000000006,0.747,2022-06-06
18-Dec,2022,4,At least one vaccine dose,0.561,0.607,0.591,0.902,0.302,0.632,2022-06-06
12+,2022,4,At least one vaccine dose,0.735,0.754,0.648,0.904,0.456,0.76,2022-06-06
65+,2022,4,Completed vaccine series,0.9540000000000001,1,0.809,1,0.917,0.88,2022-06-06
11-May,2022,4,Completed vaccine series,0.302,0.141,0.209,0.426,0.17800000000000002,0.188,2022-06-06
5+,2022,4,Completed vaccine series,0.67,0.5920000000000001,0.5329999999999999,0.797,0.368,0.605,2022-06-06
45-64,2022,4,Completed vaccine series,0.682,0.843,0.639,0.927,0.643,0.8109999999999999,2022-06-06
19-44,2022,4,Completed vaccine series,0.621,0.598,0.524,0.7859999999999999,0.402,0.6659999999999999,2022-06-06
18-Dec,2022,4,Completed vaccine series,0.53,0.516,0.52,0.8370000000000001,0.278,0.56,2022-06-06
12+,2022,4,Completed vaccine series,0.703,0.6759999999999999,0.5870000000000001,0.848,0.426,0.688,2022-06-06
65+,2022,3,At least one vaccine dose,0.991,1,0.838,1,0.9620000000000001,0.941,2022-06-06
11-May,2022,3,At least one vaccine dose,0.34600000000000003,0.207,0.297,0.541,0.21,0.257,2022-06-06
5+,2022,3,At least one vaccine dose,0.7020000000000001,0.6629999999999999,0.594,0.857,0.397,0.672,2022-06-06
45-64,2022,3,At least one vaccine dose,0.703,0.897,0.684,0.9690000000000001,0.6659999999999999,0.861,2022-06-06
19-44,2022,3,At least one vaccine dose,0.6579999999999999,0.677,0.5920000000000001,0.8420000000000001,0.434,0.74,2022-06-06
18-Dec,2022,3,At least one vaccine dose,0.5579999999999999,0.598,0.586,0.893,0.3,0.624,2022-06-06
12+,2022,3,At least one vaccine dose,0.733,0.748,0.644,0.9,0.45399999999999996,0.754,2022-06-06
65+,2022,3,Completed vaccine series,0.9540000000000001,1,0.809,1,0.9159999999999999,0.879,2022-06-06
11-May,2022,3,Completed vaccine series,0.293,0.126,0.19899999999999998,0.39799999999999996,0.16899999999999998,0.174,2022-06-06
5+,2022,3,Completed vaccine series,0.6679999999999999,0.585,0.529,0.792,0.365,0.599,2022-06-06
45-64,2022,3,Completed vaccine series,0.6809999999999999,0.84,0.637,0.9259999999999999,0.642,0.8079999999999999,2022-06-06
19-44,2022,3,Completed vaccine series,0.619,0.5920000000000001,0.52,0.784,0.401,0.662,2022-06-06
18-Dec,2022,3,Completed vaccine series,0.527,0.507,0.516,0.83,0.276,0.5539999999999999,2022-06-06
12+,2022,3,Completed vaccine series,0.701,0.67,0.584,0.845,0.424,0.684,2022-06-06
65+,2022,2,At least one vaccine dose,0.991,1,0.8370000000000001,1,0.961,0.9390000000000001,2022-06-06
11-May,2022,2,At least one vaccine dose,0.336,0.191,0.28,0.509,0.203,0.24100000000000002,2022-06-06
5+,2022,2,At least one vaccine dose,0.6990000000000001,0.655,0.589,0.8490000000000001,0.39399999999999996,0.664,2022-06-06
45-64,2022,2,At least one vaccine dose,0.701,0.893,0.682,0.966,0.665,0.857,2022-06-06
19-44,2022,2,At least one vaccine dose,0.6559999999999999,0.669,0.5870000000000001,0.838,0.43200000000000005,0.733,2022-06-06
18-Dec,2022,2,At least one vaccine dose,0.555,0.589,0.579,0.8859999999999999,0.297,0.617,2022-06-06
12+,2022,2,At least one vaccine dose,0.732,0.741,0.64,0.895,0.452,0.748,2022-06-06
65+,2022,2,Completed vaccine series,0.9540000000000001,1,0.8079999999999999,1,0.915,0.878,2022-06-06
11-May,2022,2,Completed vaccine series,0.28300000000000003,0.113,0.188,0.369,0.162,0.163,2022-06-06
5+,2022,2,Completed vaccine series,0.6659999999999999,0.579,0.525,0.7859999999999999,0.36200000000000004,0.594,2022-06-06
45-64,2022,2,Completed vaccine series,0.68,0.8370000000000001,0.635,0.925,0.64,0.8059999999999999,2022-06-06
19-44,2022,2,Completed vaccine series,0.617,0.586,0.516,0.7809999999999999,0.39899999999999997,0.6579999999999999,2022-06-06
18-Dec,2022,2,Completed vaccine series,0.525,0.5,0.511,0.8240000000000001,0.27399999999999997,0.5489999999999999,2022-06-06
12+,2022,2,Completed vaccine series,0.7,0.6659999999999999,0.581,0.843,0.423,0.68,2022-06-06
65+,2022,1,At least one vaccine dose,0.99,1,0.8370000000000001,1,0.9590000000000001,0.935,2022-06-06
11-May,2022,1,At least one vaccine dose,0.326,0.172,0.263,0.47100000000000003,0.195,0.223,2022-06-06
5+,2022,1,At least one vaccine dose,0.696,0.645,0.5820000000000001,0.84,0.39,0.655,2022-06-06
45-64,2022,1,At least one vaccine dose,0.7,0.889,0.679,0.9620000000000001,0.6629999999999999,0.852,2022-06-06
19-44,2022,1,At least one vaccine dose,0.653,0.6609999999999999,0.581,0.8320000000000001,0.429,0.726,2022-06-06
18-Dec,2022,1,At least one vaccine dose,0.552,0.578,0.5720000000000001,0.877,0.295,0.609,2022-06-06
12+,2022,1,At least one vaccine dose,0.73,0.733,0.635,0.89,0.449,0.741,2022-06-06
65+,2022,1,Completed vaccine series,0.953,1,0.807,1,0.914,0.877,2022-06-06
11-May,2022,1,Completed vaccine series,0.272,0.099,0.175,0.33899999999999997,0.153,0.14800000000000002,2022-06-06
5+,2022,1,Completed vaccine series,0.6629999999999999,0.573,0.52,0.78,0.359,0.589,2022-06-06
45-64,2022,1,Completed vaccine series,0.679,0.8340000000000001,0.634,0.9229999999999999,0.639,0.8029999999999999,2022-06-06
19-44,2022,1,Completed vaccine series,0.615,0.581,0.512,0.778,0.397,0.654,2022-06-06
18-Dec,2022,1,Completed vaccine series,0.522,0.494,0.506,0.818,0.273,0.544,2022-06-06
12+,2022,1,Completed vaccine series,0.698,0.6609999999999999,0.578,0.84,0.42100000000000004,0.677,2022-06-06
65+,2021,52,At least one vaccine dose,0.99,1,0.836,1,0.958,0.9329999999999999,2022-06-06
11-May,2021,52,At least one vaccine dose,0.315,0.155,0.249,0.44,0.187,0.20600000000000002,2022-06-06
5+,2021,52,At least one vaccine dose,0.6940000000000001,0.637,0.5770000000000001,0.8320000000000001,0.387,0.647,2022-06-06
45-64,2021,52,At least one vaccine dose,0.698,0.884,0.677,0.9590000000000001,0.6609999999999999,0.848,2022-06-06
19-44,2021,52,At least one vaccine dose,0.65,0.654,0.5770000000000001,0.8270000000000001,0.426,0.7190000000000001,2022-06-06
18-Dec,2021,52,At least one vaccine dose,0.5489999999999999,0.568,0.5660000000000001,0.87,0.293,0.602,2022-06-06
12+,2021,52,At least one vaccine dose,0.728,0.727,0.632,0.885,0.447,0.735,2022-06-06
65+,2021,52,Completed vaccine series,0.953,1,0.8059999999999999,1,0.9129999999999999,0.8759999999999999,2022-06-06
11-May,2021,52,Completed vaccine series,0.253,0.084,0.156,0.294,0.14,0.129,2022-06-06
5+,2021,52,Completed vaccine series,0.66,0.5660000000000001,0.515,0.772,0.354,0.5820000000000001,2022-06-06
45-64,2021,52,Completed vaccine series,0.6779999999999999,0.83,0.631,0.9209999999999999,0.637,0.8009999999999999,2022-06-06
19-44,2021,52,Completed vaccine series,0.613,0.575,0.508,0.775,0.395,0.65,2022-06-06
18-Dec,2021,52,Completed vaccine series,0.518,0.488,0.501,0.81,0.27,0.539,2022-06-06
12+,2021,52,Completed vaccine series,0.6970000000000001,0.6559999999999999,0.574,0.836,0.419,0.6729999999999999,2022-06-06
65+,2021,51,At least one vaccine dose,0.9890000000000001,1,0.835,1,0.9570000000000001,0.93,2022-06-06
11-May,2021,51,At least one vaccine dose,0.305,0.141,0.24100000000000002,0.41100000000000003,0.179,0.195,2022-06-06
5+,2021,51,At least one vaccine dose,0.691,0.631,0.573,0.825,0.38299999999999995,0.642,2022-06-06
45-64,2021,51,At least one vaccine dose,0.6970000000000001,0.8809999999999999,0.675,0.956,0.659,0.846,2022-06-06
19-44,2021,51,At least one vaccine dose,0.647,0.648,0.5720000000000001,0.823,0.424,0.715,2022-06-06
18-Dec,2021,51,At least one vaccine dose,0.546,0.56,0.562,0.865,0.29100000000000004,0.598,2022-06-06
12+,2021,51,At least one vaccine dose,0.726,0.722,0.628,0.882,0.445,0.731,2022-06-06
65+,2021,51,Completed vaccine series,0.9520000000000001,1,0.8059999999999999,1,0.912,0.8740000000000001,2022-06-06
11-May,2021,51,Completed vaccine series,0.23600000000000002,0.073,0.14,0.265,0.131,0.115,2022-06-06
5+,2021,51,Completed vaccine series,0.657,0.561,0.51,0.7659999999999999,0.35100000000000003,0.5770000000000001,2022-06-06
45-64,2021,51,Completed vaccine series,0.6759999999999999,0.8270000000000001,0.63,0.919,0.635,0.799,2022-06-06
19-44,2021,51,Completed vaccine series,0.611,0.57,0.504,0.773,0.39399999999999996,0.647,2022-06-06
18-Dec,2021,51,Completed vaccine series,0.515,0.484,0.49700000000000005,0.805,0.26899999999999996,0.535,2022-06-06
12+,2021,51,Completed vaccine series,0.695,0.652,0.5720000000000001,0.8340000000000001,0.418,0.669,2022-06-06
65+,2021,50,At least one vaccine dose,0.988,1,0.835,1,0.955,0.927,2022-06-06
11-May,2021,50,At least one vaccine dose,0.29600000000000004,0.128,0.231,0.38299999999999995,0.171,0.182,2022-06-06
5+,2021,50,At least one vaccine dose,0.688,0.624,0.569,0.8190000000000001,0.38,0.637,2022-06-06
45-64,2021,50,At least one vaccine dose,0.696,0.878,0.674,0.953,0.6579999999999999,0.843,2022-06-06
19-44,2021,50,At least one vaccine dose,0.644,0.642,0.568,0.8190000000000001,0.42100000000000004,0.711,2022-06-06
18-Dec,2021,50,At least one vaccine dose,0.544,0.5539999999999999,0.5589999999999999,0.8590000000000001,0.289,0.594,2022-06-06
12+,2021,50,At least one vaccine dose,0.7240000000000001,0.7170000000000001,0.626,0.878,0.44299999999999995,0.728,2022-06-06
65+,2021,50,Completed vaccine series,0.9520000000000001,1,0.805,1,0.9109999999999999,0.8740000000000001,2022-06-06
11-May,2021,50,Completed vaccine series,0.21899999999999997,0.063,0.12300000000000001,0.233,0.11900000000000001,0.10400000000000001,2022-06-06
5+,2021,50,Completed vaccine series,0.655,0.556,0.505,0.76,0.34700000000000003,0.574,2022-06-06
45-64,2021,50,Completed vaccine series,0.675,0.825,0.628,0.9179999999999999,0.635,0.797,2022-06-06
19-44,2021,50,Completed vaccine series,0.609,0.5660000000000001,0.501,0.7709999999999999,0.39299999999999996,0.644,2022-06-06
18-Dec,2021,50,Completed vaccine series,0.513,0.48,0.49200000000000005,0.8009999999999999,0.268,0.532,2022-06-06
12+,2021,50,Completed vaccine series,0.6940000000000001,0.648,0.569,0.8320000000000001,0.41600000000000004,0.667,2022-06-06
65+,2021,49,At least one vaccine dose,0.987,1,0.833,1,0.9540000000000001,0.9229999999999999,2022-06-06
11-May,2021,49,At least one vaccine dose,0.27899999999999997,0.109,0.213,0.34299999999999997,0.159,0.161,2022-06-06
5+,2021,49,At least one vaccine dose,0.685,0.617,0.564,0.81,0.375,0.63,2022-06-06
45-64,2021,49,At least one vaccine dose,0.6940000000000001,0.875,0.6709999999999999,0.95,0.655,0.8390000000000001,2022-06-06
19-44,2021,49,At least one vaccine dose,0.64,0.636,0.564,0.815,0.419,0.706,2022-06-06
18-Dec,2021,49,At least one vaccine dose,0.541,0.5479999999999999,0.5539999999999999,0.851,0.287,0.589,2022-06-06
12+,2021,49,At least one vaccine dose,0.721,0.711,0.622,0.873,0.441,0.723,2022-06-06
65+,2021,49,Completed vaccine series,0.951,1,0.805,1,0.9109999999999999,0.873,2022-06-06
11-May,2021,49,Completed vaccine series,0.179,0.044000000000000004,0.095,0.168,0.094,0.078,2022-06-06
5+,2021,49,Completed vaccine series,0.65,0.55,0.498,0.75,0.34,0.5670000000000001,2022-06-06
45-64,2021,49,Completed vaccine series,0.674,0.8220000000000001,0.624,0.917,0.634,0.795,2022-06-06
19-44,2021,49,Completed vaccine series,0.607,0.562,0.49700000000000005,0.768,0.391,0.6409999999999999,2022-06-06
18-Dec,2021,49,Completed vaccine series,0.508,0.475,0.484,0.794,0.265,0.527,2022-06-06
12+,2021,49,Completed vaccine series,0.6920000000000001,0.644,0.565,0.8290000000000001,0.415,0.664,2022-06-06
65+,2021,48,At least one vaccine dose,0.986,1,0.8320000000000001,1,0.951,0.919,2022-06-06
11-May,2021,48,At least one vaccine dose,0.262,0.094,0.19399999999999998,0.308,0.14800000000000002,0.14,2022-06-06
5+,2021,48,At least one vaccine dose,0.682,0.61,0.5579999999999999,0.802,0.371,0.622,2022-06-06
45-64,2021,48,At least one vaccine dose,0.6920000000000001,0.871,0.6679999999999999,0.9470000000000001,0.654,0.835,2022-06-06
19-44,2021,48,At least one vaccine dose,0.637,0.631,0.5589999999999999,0.8109999999999999,0.41700000000000004,0.701,2022-06-06
18-Dec,2021,48,At least one vaccine dose,0.5379999999999999,0.542,0.5489999999999999,0.846,0.285,0.583,2022-06-06
12+,2021,48,At least one vaccine dose,0.7190000000000001,0.706,0.618,0.8690000000000001,0.439,0.718,2022-06-06
65+,2021,48,Completed vaccine series,0.951,1,0.804,1,0.909,0.871,2022-06-06
11-May,2021,48,Completed vaccine series,0.10800000000000001,0.021,0.059000000000000004,0.08199999999999999,0.055,0.040999999999999995,2022-06-06
5+,2021,48,Completed vaccine series,0.642,0.5429999999999999,0.489,0.737,0.32899999999999996,0.557,2022-06-06
45-64,2021,48,Completed vaccine series,0.672,0.818,0.622,0.915,0.632,0.792,2022-06-06
19-44,2021,48,Completed vaccine series,0.604,0.557,0.493,0.7659999999999999,0.389,0.637,2022-06-06
18-Dec,2021,48,Completed vaccine series,0.503,0.47,0.47600000000000003,0.7859999999999999,0.262,0.521,2022-06-06
12+,2021,48,Completed vaccine series,0.69,0.64,0.561,0.826,0.413,0.66,2022-06-06
65+,2021,47,At least one vaccine dose,0.9840000000000001,1,0.83,1,0.9490000000000001,0.915,2022-06-06
11-May,2021,47,At least one vaccine dose,0.242,0.079,0.165,0.27,0.135,0.12300000000000001,2022-06-06
5+,2021,47,At least one vaccine dose,0.677,0.603,0.5479999999999999,0.794,0.366,0.615,2022-06-06
45-64,2021,47,At least one vaccine dose,0.69,0.866,0.665,0.9440000000000001,0.652,0.831,2022-06-06
19-44,2021,47,At least one vaccine dose,0.634,0.624,0.552,0.807,0.415,0.695,2022-06-06
18-Dec,2021,47,At least one vaccine dose,0.535,0.536,0.539,0.841,0.284,0.578,2022-06-06
12+,2021,47,At least one vaccine dose,0.716,0.7,0.612,0.865,0.43700000000000006,0.713,2022-06-06
65+,2021,47,Completed vaccine series,0.95,1,0.802,1,0.9079999999999999,0.8690000000000001,2022-06-06
11-May,2021,47,Completed vaccine series,0.016,0.002,0.005,0.006999999999999999,0.009000000000000001,0.004,2022-06-06
5+,2021,47,Completed vaccine series,0.632,0.536,0.47600000000000003,0.725,0.316,0.547,2022-06-06
45-64,2021,47,Completed vaccine series,0.67,0.815,0.618,0.9129999999999999,0.63,0.789,2022-06-06
19-44,2021,47,Completed vaccine series,0.602,0.552,0.48700000000000004,0.763,0.387,0.632,2022-06-06
18-Dec,2021,47,Completed vaccine series,0.495,0.46399999999999997,0.465,0.777,0.256,0.515,2022-06-06
12+,2021,47,Completed vaccine series,0.687,0.635,0.555,0.8220000000000001,0.41,0.655,2022-06-06
65+,2021,46,At least one vaccine dose,0.982,1,0.8290000000000001,1,0.948,0.912,2022-06-06
11-May,2021,46,At least one vaccine dose,0.207,0.06,0.138,0.21,0.111,0.099,2022-06-06
5+,2021,46,At least one vaccine dose,0.672,0.597,0.542,0.784,0.36,0.608,2022-06-06
45-64,2021,46,At least one vaccine dose,0.688,0.863,0.662,0.9420000000000001,0.6509999999999999,0.8290000000000001,2022-06-06
19-44,2021,46,At least one vaccine dose,0.631,0.619,0.5479999999999999,0.8029999999999999,0.413,0.6920000000000001,2022-06-06
18-Dec,2021,46,At least one vaccine dose,0.531,0.531,0.5329999999999999,0.835,0.281,0.573,2022-06-06
12+,2021,46,At least one vaccine dose,0.7140000000000001,0.696,0.609,0.862,0.435,0.71,2022-06-06
65+,2021,46,Completed vaccine series,0.9490000000000001,1,0.8009999999999999,1,0.907,0.867,2022-06-06
11-May,2021,46,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,46,Completed vaccine series,0.629,0.532,0.474,0.722,0.313,0.544,2022-06-06
45-64,2021,46,Completed vaccine series,0.669,0.812,0.616,0.9109999999999999,0.629,0.787,2022-06-06
19-44,2021,46,Completed vaccine series,0.599,0.547,0.484,0.76,0.386,0.629,2022-06-06
18-Dec,2021,46,Completed vaccine series,0.491,0.46,0.46,0.7709999999999999,0.254,0.511,2022-06-06
12+,2021,46,Completed vaccine series,0.6859999999999999,0.631,0.552,0.82,0.408,0.652,2022-06-06
65+,2021,45,At least one vaccine dose,0.98,1,0.8270000000000001,1,0.945,0.9079999999999999,2022-06-06
11-May,2021,45,At least one vaccine dose,0.132,0.028999999999999998,0.085,0.107,0.066,0.054000000000000006,2022-06-06
5+,2021,45,At least one vaccine dose,0.6629999999999999,0.5870000000000001,0.529,0.768,0.34700000000000003,0.597,2022-06-06
45-64,2021,45,At least one vaccine dose,0.6859999999999999,0.8590000000000001,0.6579999999999999,0.94,0.649,0.826,2022-06-06
19-44,2021,45,At least one vaccine dose,0.627,0.614,0.542,0.8,0.41100000000000003,0.687,2022-06-06
18-Dec,2021,45,At least one vaccine dose,0.525,0.524,0.522,0.826,0.27699999999999997,0.5670000000000001,2022-06-06
12+,2021,45,At least one vaccine dose,0.711,0.691,0.603,0.858,0.43200000000000005,0.705,2022-06-06
65+,2021,45,Completed vaccine series,0.948,1,0.8,1,0.9059999999999999,0.865,2022-06-06
11-May,2021,45,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,45,Completed vaccine series,0.627,0.528,0.47,0.7190000000000001,0.312,0.541,2022-06-06
45-64,2021,45,Completed vaccine series,0.667,0.809,0.613,0.91,0.627,0.785,2022-06-06
19-44,2021,45,Completed vaccine series,0.597,0.542,0.48,0.757,0.384,0.625,2022-06-06
18-Dec,2021,45,Completed vaccine series,0.48700000000000004,0.45399999999999996,0.45399999999999996,0.7659999999999999,0.252,0.506,2022-06-06
12+,2021,45,Completed vaccine series,0.6829999999999999,0.627,0.5489999999999999,0.8170000000000001,0.406,0.649,2022-06-06
65+,2021,44,At least one vaccine dose,0.977,1,0.825,1,0.941,0.904,2022-06-06
11-May,2021,44,At least one vaccine dose,0.027000000000000003,0.005,0.016,0.013999999999999999,0.013000000000000001,0.008,2022-06-06
5+,2021,44,At least one vaccine dose,0.652,0.58,0.515,0.754,0.332,0.586,2022-06-06
45-64,2021,44,At least one vaccine dose,0.684,0.856,0.6559999999999999,0.937,0.647,0.823,2022-06-06
19-44,2021,44,At least one vaccine dose,0.625,0.609,0.537,0.797,0.409,0.682,2022-06-06
18-Dec,2021,44,At least one vaccine dose,0.517,0.518,0.511,0.8170000000000001,0.272,0.56,2022-06-06
12+,2021,44,At least one vaccine dose,0.708,0.687,0.599,0.8540000000000001,0.429,0.7,2022-06-06
65+,2021,44,Completed vaccine series,0.9470000000000001,1,0.799,1,0.9059999999999999,0.863,2022-06-06
11-May,2021,44,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,44,Completed vaccine series,0.625,0.524,0.467,0.716,0.31,0.5379999999999999,2022-06-06
45-64,2021,44,Completed vaccine series,0.6659999999999999,0.805,0.611,0.907,0.626,0.782,2022-06-06
19-44,2021,44,Completed vaccine series,0.594,0.536,0.47600000000000003,0.754,0.382,0.62,2022-06-06
18-Dec,2021,44,Completed vaccine series,0.484,0.44799999999999995,0.449,0.76,0.25,0.502,2022-06-06
12+,2021,44,Completed vaccine series,0.6809999999999999,0.622,0.545,0.8140000000000001,0.40399999999999997,0.645,2022-06-06
65+,2021,43,At least one vaccine dose,0.9740000000000001,1,0.823,1,0.937,0.9,2022-06-06
11-May,2021,43,At least one vaccine dose,0.001,0,0,0.001,0,0.001,2022-06-06
5+,2021,43,At least one vaccine dose,0.647,0.575,0.51,0.7490000000000001,0.327,0.581,2022-06-06
45-64,2021,43,At least one vaccine dose,0.6829999999999999,0.853,0.653,0.935,0.645,0.82,2022-06-06
19-44,2021,43,At least one vaccine dose,0.622,0.604,0.5329999999999999,0.794,0.40700000000000003,0.6779999999999999,2022-06-06
18-Dec,2021,43,At least one vaccine dose,0.513,0.512,0.505,0.8109999999999999,0.26899999999999996,0.5539999999999999,2022-06-06
