product,doses_shipped,filed_date,report_date,is_ltc
Moderna,940500,2021-03-23,2021-03-24,General population
Pfizer,1188135,2021-03-23,2021-03-24,General population
Johnson & Johnson,57800,2021-03-23,2021-03-24,General population
Moderna,362100,2021-03-23,2021-03-24,Long-term care
Pfizer,109980,2021-03-23,2021-03-24,Long-term care
Johnson & Johnson,15700,2021-03-23,2021-03-24,Long-term care
Moderna,853600,2021-03-22,2021-03-23,General population
Pfizer,1119105,2021-03-22,2021-03-23,General population
Johnson & Johnson,55000,2021-03-22,2021-03-23,General population
Moderna,357700,2021-03-22,2021-03-23,Long-term care
Pfizer,109980,2021-03-22,2021-03-23,Long-term care
Johnson & Johnson,15100,2021-03-22,2021-03-23,Long-term care
Moderna,831000,2021-03-21,2021-03-22,General population
Pfizer,1119105,2021-03-21,2021-03-22,General population
Johnson & Johnson,47500,2021-03-21,2021-03-22,General population
Moderna,355700,2021-03-21,2021-03-22,Long-term care
Pfizer,108810,2021-03-21,2021-03-22,Long-term care
Johnson & Johnson,15100,2021-03-21,2021-03-22,Long-term care
Moderna,829700,2021-03-20,2021-03-21,General population
Pfizer,1093365,2021-03-20,2021-03-21,General population
Johnson & Johnson,47500,2021-03-20,2021-03-21,General population
Moderna,355700,2021-03-20,2021-03-21,Long-term care
Pfizer,108810,2021-03-20,2021-03-21,Long-term care
Johnson & Johnson,15100,2021-03-20,2021-03-21,Long-term care
Moderna,829700,2021-03-19,2021-03-20,General population
Pfizer,1052415,2021-03-19,2021-03-20,General population
Johnson & Johnson,47500,2021-03-19,2021-03-20,General population
Moderna,355700,2021-03-19,2021-03-20,Long-term care
Pfizer,108810,2021-03-19,2021-03-20,Long-term care
Johnson & Johnson,15100,2021-03-19,2021-03-20,Long-term care
Moderna,829700,2021-03-18,2021-03-19,General population
Pfizer,1052415,2021-03-18,2021-03-19,General population
Johnson & Johnson,47500,2021-03-18,2021-03-19,General population
Moderna,355200,2021-03-18,2021-03-19,Long-term care
Pfizer,104130,2021-03-18,2021-03-19,Long-term care
Johnson & Johnson,15100,2021-03-18,2021-03-19,Long-term care
Moderna,828200,2021-03-17,2021-03-18,General population
Pfizer,1052415,2021-03-17,2021-03-18,General population
Johnson & Johnson,45700,2021-03-17,2021-03-18,General population
Moderna,355100,2021-03-17,2021-03-18,Long-term care
Pfizer,97110,2021-03-17,2021-03-18,Long-term care
Johnson & Johnson,14700,2021-03-17,2021-03-18,Long-term care
Moderna,826300,2021-03-16,2021-03-17,General population
Pfizer,1052415,2021-03-16,2021-03-17,General population
Johnson & Johnson,45200,2021-03-16,2021-03-17,General population
Moderna,344100,2021-03-16,2021-03-17,Long-term care
Pfizer,88920,2021-03-16,2021-03-17,Long-term care
Johnson & Johnson,13200,2021-03-16,2021-03-17,Long-term care
Moderna,754700,2021-03-15,2021-03-16,General population
Pfizer,1034865,2021-03-15,2021-03-16,General population
Johnson & Johnson,45200,2021-03-15,2021-03-16,General population
Moderna,329100,2021-03-15,2021-03-16,Long-term care
Pfizer,88920,2021-03-15,2021-03-16,Long-term care
Johnson & Johnson,13200,2021-03-15,2021-03-16,Long-term care
Moderna,753400,2021-03-14,2021-03-15,General population
Pfizer,986895,2021-03-14,2021-03-15,General population
Johnson & Johnson,45200,2021-03-14,2021-03-15,General population
Moderna,328600,2021-03-14,2021-03-15,Long-term care
Pfizer,88920,2021-03-14,2021-03-15,Long-term care
Johnson & Johnson,13200,2021-03-14,2021-03-15,Long-term care
Moderna,744900,2021-03-13,2021-03-14,General population
Pfizer,942435,2021-03-13,2021-03-14,General population
Johnson & Johnson,45200,2021-03-13,2021-03-14,General population
Moderna,322000,2021-03-13,2021-03-14,Long-term care
Pfizer,88920,2021-03-13,2021-03-14,Long-term care
Johnson & Johnson,11300,2021-03-13,2021-03-14,Long-term care
Moderna,744900,2021-03-12,2021-03-13,General population
Pfizer,924885,2021-03-12,2021-03-13,General population
Johnson & Johnson,45200,2021-03-12,2021-03-13,General population
Moderna,322000,2021-03-12,2021-03-13,Long-term care
Pfizer,88920,2021-03-12,2021-03-13,Long-term care
Johnson & Johnson,11300,2021-03-12,2021-03-13,Long-term care
Moderna,744800,2021-03-11,2021-03-12,General population
Pfizer,924885,2021-03-11,2021-03-12,General population
Johnson & Johnson,45200,2021-03-11,2021-03-12,General population
Moderna,321000,2021-03-11,2021-03-12,Long-term care
Pfizer,83070,2021-03-11,2021-03-12,Long-term care
Johnson & Johnson,11300,2021-03-11,2021-03-12,Long-term care
Moderna,738900,2021-03-10,2021-03-11,General population
Pfizer,924885,2021-03-10,2021-03-11,General population
Johnson & Johnson,45200,2021-03-10,2021-03-11,General population
Moderna,320800,2021-03-10,2021-03-11,Long-term care
Pfizer,49140,2021-03-10,2021-03-11,Long-term care
Johnson & Johnson,11300,2021-03-10,2021-03-11,Long-term care
Moderna,736800,2021-03-09,2021-03-10,General population
Pfizer,917865,2021-03-09,2021-03-10,General population
Johnson & Johnson,45200,2021-03-09,2021-03-10,General population
Moderna,298800,2021-03-09,2021-03-10,Long-term care
Pfizer,45630,2021-03-09,2021-03-10,Long-term care
Johnson & Johnson,11300,2021-03-09,2021-03-10,Long-term care
Moderna,648300,2021-03-08,2021-03-09,General population
Pfizer,892125,2021-03-08,2021-03-09,General population
Johnson & Johnson,44600,2021-03-08,2021-03-09,General population
Moderna,286500,2021-03-08,2021-03-09,Long-term care
Pfizer,45630,2021-03-08,2021-03-09,Long-term care
Johnson & Johnson,11300,2021-03-08,2021-03-09,Long-term care
Moderna,648300,2021-03-07,2021-03-08,General population
Pfizer,864045,2021-03-07,2021-03-08,General population
Johnson & Johnson,44600,2021-03-07,2021-03-08,General population
Moderna,286000,2021-03-07,2021-03-08,Long-term care
Pfizer,45630,2021-03-07,2021-03-08,Long-term care
Johnson & Johnson,11300,2021-03-07,2021-03-08,Long-term care
Moderna,648300,2021-03-06,2021-03-07,General population
Pfizer,864045,2021-03-06,2021-03-07,General population
Johnson & Johnson,44600,2021-03-06,2021-03-07,General population
Moderna,286000,2021-03-06,2021-03-07,Long-term care
Pfizer,45630,2021-03-06,2021-03-07,Long-term care
Johnson & Johnson,11300,2021-03-06,2021-03-07,Long-term care
Moderna,648300,2021-03-05,2021-03-06,General population
Pfizer,816075,2021-03-05,2021-03-06,General population
J&J,44600,2021-03-05,2021-03-06,General population
Moderna,286000,2021-03-05,2021-03-06,Long-term care
Pfizer,37440,2021-03-05,2021-03-06,Long-term care
J&J,11300,2021-03-05,2021-03-06,Long-term care
Moderna,648100,2021-03-04,2021-03-05,General population
Pfizer,816075,2021-03-04,2021-03-05,General population
Moderna,284900,2021-03-04,2021-03-05,Long-term care
Pfizer,37440,2021-03-04,2021-03-05,Long-term care
Moderna,639900,2021-03-03,2021-03-04,General population
Pfizer,816075,2021-03-03,2021-03-04,General population
Moderna,280400,2021-03-03,2021-03-04,Long-term care
Pfizer,18720,2021-03-03,2021-03-04,Long-term care
Moderna,635000,2021-03-02,2021-03-03,General population
Pfizer,804375,2021-03-02,2021-03-03,General population
Moderna,258300,2021-03-02,2021-03-03,Long-term care
Pfizer,12870,2021-03-02,2021-03-03,Long-term care
Moderna,530700,2021-03-01,2021-03-02,General population
Pfizer,765765,2021-03-01,2021-03-02,General population
Moderna,257300,2021-03-01,2021-03-02,Long-term care
Pfizer,12870,2021-03-01,2021-03-02,Long-term care
Moderna,525500,2021-02-28,2021-03-01,General population
Pfizer,759915,2021-02-28,2021-03-01,General population
Moderna,256300,2021-02-28,2021-03-01,Long-term care
Pfizer,11700,2021-02-28,2021-03-01,Long-term care
Moderna,525500,2021-02-27,2021-02-28,General population
Pfizer,755235,2021-02-27,2021-02-28,General population
Moderna,256300,2021-02-27,2021-02-28,Long-term care
Pfizer,11700,2021-02-27,2021-02-28,Long-term care
Moderna,525500,2021-02-26,2021-02-27,General population
Pfizer,713115,2021-02-26,2021-02-27,General population
Moderna,256300,2021-02-26,2021-02-27,Long-term care
Pfizer,11700,2021-02-26,2021-02-27,Long-term care
Moderna,525200,2021-02-25,2021-02-26,General population
Pfizer,713115,2021-02-25,2021-02-26,General population
Moderna,247400,2021-02-25,2021-02-26,Long-term care
Pfizer,11700,2021-02-25,2021-02-26,Long-term care
Moderna,502400,2021-02-24,2021-02-25,General population
Pfizer,713115,2021-02-24,2021-02-25,General population
Moderna,231000,2021-02-24,2021-02-25,Long-term care
Pfizer,11700,2021-02-24,2021-02-25,Long-term care
Moderna,489500,2021-02-23,2021-02-24,General population
Pfizer,704925,2021-02-23,2021-02-24,General population
Moderna,230400,2021-02-23,2021-02-24,Long-term care
Pfizer,10530,2021-02-23,2021-02-24,Long-term care
Moderna,373200,2021-02-22,2021-02-23,General population
Pfizer,661635,2021-02-22,2021-02-23,General population
Moderna,225550,2021-02-22,2021-02-23,Long-term care
Pfizer,9360,2021-02-22,2021-02-23,Long-term care
Moderna,369100,2021-02-21,2021-02-22,General population
Pfizer,658125,2021-02-21,2021-02-22,General population
Moderna,225550,2021-02-21,2021-02-22,Long-term care
Pfizer,0,2021-02-21,2021-02-22,Long-term care
Moderna,366700,2021-02-20,2021-02-21,General population
Pfizer,617175,2021-02-20,2021-02-21,General population
Moderna,225550,2021-02-20,2021-02-21,Long-term care
Pfizer,0,2021-02-20,2021-02-21,Long-term care
Moderna,366700,2021-02-19,2021-02-20,General population
Pfizer,617175,2021-02-19,2021-02-20,General population
Moderna,225550,2021-02-19,2021-02-20,Long-term care
Pfizer,0,2021-02-19,2021-02-20,Long-term care
Moderna,366700,2021-02-18,2021-02-19,General population
Pfizer,604500,2021-02-18,2021-02-19,General population
Moderna,225550,2021-02-18,2021-02-19,Long-term care
Pfizer,0,2021-02-18,2021-02-19,Long-term care
Moderna,366700,2021-02-17,2021-02-18,General population
Pfizer,604500,2021-02-17,2021-02-18,General population
Moderna,225550,2021-02-17,2021-02-18,Long-term care
Pfizer,0,2021-02-17,2021-02-18,Long-term care
Moderna,366700,2021-02-16,2021-02-17,General population
Pfizer,569400,2021-02-16,2021-02-17,General population
Moderna,225550,2021-02-16,2021-02-17,Long-term care
Pfizer,0,2021-02-16,2021-02-17,Long-term care
Moderna,366700,2021-02-15,2021-02-16,General population
Pfizer,569400,2021-02-15,2021-02-16,General population
Moderna,225550,2021-02-15,2021-02-16,Long-term care
Pfizer,0,2021-02-15,2021-02-16,Long-term care
Moderna,366700,2021-02-14,2021-02-15,General population
Pfizer,569400,2021-02-14,2021-02-15,General population
Moderna,221950,2021-02-14,2021-02-15,Long-term care
Pfizer,0,2021-02-14,2021-02-15,Long-term care
Moderna,366700,2021-02-13,2021-02-14,General population
Pfizer,569400,2021-02-13,2021-02-14,General population
Moderna,218450,2021-02-13,2021-02-14,Long-term care
Pfizer,0,2021-02-13,2021-02-14,Long-term care
Moderna,366700,2021-02-12,2021-02-13,General population
Pfizer,546975,2021-02-12,2021-02-13,General population
Moderna,216700,2021-02-12,2021-02-13,Long-term care
Pfizer,0,2021-02-12,2021-02-13,Long-term care
Moderna,366600,2021-02-11,2021-02-12,General population
Pfizer,546975,2021-02-11,2021-02-12,General population
Moderna,212000,2021-02-11,2021-02-12,Long-term care
Pfizer,0,2021-02-11,2021-02-12,Long-term care
Moderna,363800,2021-02-10,2021-02-11,General population
Pfizer,541125,2021-02-10,2021-02-11,General population
Moderna,211800,2021-02-10,2021-02-11,Long-term care
Pfizer,0,2021-02-10,2021-02-11,Long-term care
Moderna,325200,2021-02-09,2021-02-10,General population
Pfizer,540150,2021-02-09,2021-02-10,General population
Moderna,205200,2021-02-09,2021-02-10,Long-term care
Pfizer,0,2021-02-09,2021-02-10,Long-term care
Moderna,282900,2021-02-08,2021-02-09,General population
Pfizer,506025,2021-02-08,2021-02-09,General population
Moderna,187500,2021-02-08,2021-02-09,Long-term care
Pfizer,0,2021-02-08,2021-02-09,Long-term care
Moderna,282900,2021-02-07,2021-02-08,General population
Pfizer,500175,2021-02-07,2021-02-08,General population
Moderna,187500,2021-02-07,2021-02-08,Long-term care
Pfizer,0,2021-02-07,2021-02-08,Long-term care
Moderna,282800,2021-02-06,2021-02-07,General population
Pfizer,500175,2021-02-06,2021-02-07,General population
Moderna,181500,2021-02-06,2021-02-07,Long-term care
Pfizer,0,2021-02-06,2021-02-07,Long-term care
Moderna,282800,2021-02-05,2021-02-06,General population
Pfizer,480675,2021-02-05,2021-02-06,General population
Moderna,181500,2021-02-05,2021-02-06,Long-term care
Pfizer,0,2021-02-05,2021-02-06,Long-term care
Moderna,269000,2021-02-04,2021-02-05,General population
Pfizer,480675,2021-02-04,2021-02-05,General population
Moderna,181500,2021-02-04,2021-02-05,Long-term care
Pfizer,0,2021-02-04,2021-02-05,Long-term care
Moderna,265400,2021-02-03,2021-02-04,General population
Pfizer,478725,2021-02-03,2021-02-04,General population
Moderna,181500,2021-02-03,2021-02-04,Long-term care
Pfizer,0,2021-02-03,2021-02-04,Long-term care
Moderna,258600,2021-02-02,2021-02-03,General population
Pfizer,449475,2021-02-02,2021-02-03,General population
Moderna,181500,2021-02-02,2021-02-03,Long-term care
Pfizer,0,2021-02-02,2021-02-03,Long-term care
Moderna,207900,2021-02-01,2021-02-02,General population
Pfizer,445575,2021-02-01,2021-02-02,General population
Moderna,181200,2021-02-01,2021-02-02,Long-term care
Pfizer,0,2021-02-01,2021-02-02,Long-term care
Moderna,207600,2021-01-31,2021-02-01,General population
Pfizer,445575,2021-01-31,2021-02-01,General population
Moderna,181200,2021-01-31,2021-02-01,Long-term care
Pfizer,0,2021-01-31,2021-02-01,Long-term care
Moderna,204900,2021-01-30,2021-01-31,General population
Pfizer,445575,2021-01-30,2021-01-31,General population
Moderna,181200,2021-01-30,2021-01-31,Long-term care
Pfizer,0,2021-01-30,2021-01-31,Long-term care
Moderna,204900,2021-01-29,2021-01-30,General population
Pfizer,445575,2021-01-29,2021-01-30,General population
Moderna,181200,2021-01-29,2021-01-30,Long-term care
Pfizer,0,2021-01-29,2021-01-30,Long-term care
Moderna,204900,2021-01-28,2021-01-29,General population
Pfizer,445575,2021-01-28,2021-01-29,General population
Moderna,178200,2021-01-28,2021-01-29,Long-term care
Pfizer,0,2021-01-28,2021-01-29,Long-term care
