date,percent_available,region_name,bed_type,total_capacity,total_available,in_use,percent_in_use,report_date
2022-08-27,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2021-01-30,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2020-12-06,0.476190476,Northeast,Pediatrics,42,20,22,0.523809524,2023-11-09
2023-06-21,0.326860841,Southwest,Medical and Surgical,309,101,208,0.673139159,2023-11-09
2021-01-31,0.857142857,Northeast,Pediatric Intensive Care Unit,7,6,1,0.142857143,2023-11-09
2021-04-08,0.174165457,Northeast,Medical and Surgical,689,120,569,0.825834543,2023-11-09
2023-01-17,0.5,Southwest,Adult Intensive Care Unit,18,9,9,0.5,2023-11-09
2022-08-14,0.068181818,Northeast,Adult Intensive Care Unit,88,6,82,0.931818182,2023-11-09
2021-05-28,0.137841352,Central,Medical and Surgical,769,106,663,0.862158648,2023-11-09
2022-11-10,0.3,Northwest,Pediatrics,20,6,14,0.7,2023-11-09
2021-06-04,0.1,Metro,Pediatric Intensive Care Unit,110,11,99,0.9,2023-11-09
2023-08-17,0.323624595,Southwest,Medical and Surgical,309,100,209,0.676375405,2023-11-09
2021-12-19,0.039215686,Metro,Pediatrics,357,14,343,0.960784314,2023-11-09
2021-11-07,0.130434783,South Central,Adult Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2021-09-21,0.053393665,Southeast,Medical and Surgical,1105,59,1046,0.946606335,2023-11-09
2022-12-07,0.0625,South Central,Adult Intensive Care Unit,32,2,30,0.9375,2023-11-09
2023-03-25,0.2,Southeast,Pediatrics,45,9,36,0.8,2023-11-09
2021-05-07,0.30952381,Northeast,Pediatrics,42,13,29,0.69047619,2023-11-09
2022-11-26,0.1,Northwest,Pediatrics,20,2,18,0.9,2023-11-09
2021-11-25,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2022-12-31,0.277777778,Southwest,Adult Intensive Care Unit,18,5,13,0.722222222,2023-11-09
2021-03-01,0.048006509,Metro,Medical and Surgical,3687,177,3510,0.951993491,2023-11-09
2021-05-15,0.9,West Central,Pediatrics,10,9,1,0.1,2023-11-09
2022-06-03,0.306188925,South Central,Medical and Surgical,307,94,213,0.693811075,2023-11-09
2022-09-09,0.045454545,Northeast,Adult Intensive Care Unit,88,4,84,0.954545455,2023-11-09
2022-01-22,0.058252427,Central,Adult Intensive Care Unit,103,6,97,0.941747573,2023-11-09
2021-02-15,1,Northeast,Pediatric Intensive Care Unit,7,7,0,0,2023-11-09
2021-12-03,0.043478261,South Central,Adult Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2021-05-08,0.311653117,South Central,Medical and Surgical,369,115,254,0.688346883,2023-11-09
2021-12-16,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2021-12-22,0.086956522,South Central,Adult Intensive Care Unit,23,2,21,0.913043478,2023-11-09
2021-09-19,0.015679443,Metro,Adult Intensive Care Unit,574,9,565,0.984320557,2023-11-09
2022-07-04,0.311111111,Southeast,Pediatrics,45,14,31,0.688888889,2023-11-09
2023-06-12,0.037328094,Metro,Adult Intensive Care Unit,509,19,490,0.962671906,2023-11-09
2022-12-05,0.222222222,Southwest,Adult Intensive Care Unit,18,4,14,0.777777778,2023-11-09
2022-12-18,0.277777778,Southwest,Adult Intensive Care Unit,18,5,13,0.722222222,2023-11-09
2020-10-22,0.094736842,Northeast,Adult Intensive Care Unit,95,9,86,0.905263158,2023-11-09
2022-04-18,0.118248175,Northeast,Medical and Surgical,685,81,604,0.881751825,2023-11-09
2021-10-30,0.142857143,Central,Pediatrics,28,4,24,0.857142857,2023-11-09
2022-09-29,0,Northeast,Pediatric Intensive Care Unit,7,0,7,1,2023-11-09
2022-10-29,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2022-01-02,0.19047619,Southwest,Adult Intensive Care Unit,21,4,17,0.80952381,2023-11-09
2020-12-24,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2022-04-29,0.192139738,Northwest,Medical and Surgical,229,44,185,0.807860262,2023-11-09
2023-06-14,0.045845272,Southeast,Medical and Surgical,1047,48,999,0.954154728,2023-11-09
2022-07-28,0.155555556,Southeast,Pediatrics,45,7,38,0.844444444,2023-11-09
2020-11-29,0.073684211,Northeast,Adult Intensive Care Unit,95,7,88,0.926315789,2023-11-09
2020-12-29,0.083333333,Southwest,Pediatrics,12,1,11,0.916666667,2023-11-09
2020-11-09,0.107692308,Central,Medical and Surgical,780,84,696,0.892307692,2023-11-09
2021-02-13,0.25,South Central,Pediatrics,8,2,6,0.75,2023-11-09
2020-09-30,0.5,West Central,Adult Intensive Care Unit,20,10,10,0.5,2023-11-09
2023-02-03,0.173076923,Central,Adult Intensive Care Unit,104,18,86,0.826923077,2023-11-09
2022-02-16,0.048177083,Central,Medical and Surgical,768,37,731,0.951822917,2023-11-09
2022-02-03,0,West Central,Pediatrics,10,0,10,1,2023-11-09
2020-11-28,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2020-09-11,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2022-03-23,0,Northwest,Pediatrics,7,0,7,1,2023-11-09
2021-08-03,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2021-01-12,0.857142857,Northeast,Pediatric Intensive Care Unit,7,6,1,0.142857143,2023-11-09
2020-11-08,0.115789474,Northeast,Adult Intensive Care Unit,95,11,84,0.884210526,2023-11-09
2021-11-04,0.017321969,Metro,Medical and Surgical,3637,63,3574,0.982678031,2023-11-09
2021-11-12,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2021-04-12,0.166666667,Southwest,Pediatrics,12,2,10,0.833333333,2023-11-09
2022-11-13,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2021-07-15,0.088426528,Central,Medical and Surgical,769,68,701,0.911573472,2023-11-09
2021-02-21,0.125,South Central,Pediatrics,8,1,7,0.875,2023-11-09
2021-11-12,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-08-04,0.137931034,Central,Pediatrics,29,4,25,0.862068966,2023-11-09
2022-11-08,0,Central,Pediatric Intensive Care Unit,4,0,4,1,2023-11-09
2022-12-26,0.1875,South Central,Adult Intensive Care Unit,32,6,26,0.8125,2023-11-09
2020-12-27,0.489473684,West Central,Medical and Surgical,190,93,97,0.510526316,2023-11-09
2022-01-10,0.380952381,Northeast,Pediatrics,42,16,26,0.619047619,2023-11-09
2022-06-07,0.133333333,Metro,Pediatrics,285,38,247,0.866666667,2023-11-09
2021-04-01,0.41322314,Northwest,Medical and Surgical,242,100,142,0.58677686,2023-11-09
2023-08-01,0.1,Northwest,Pediatrics,20,2,18,0.9,2023-11-09
2021-10-27,0.010723123,Metro,Medical and Surgical,3637,39,3598,0.989276877,2023-11-09
2022-07-28,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2021-02-05,0.035530241,Metro,Medical and Surgical,3687,131,3556,0.964469759,2023-11-09
2022-10-18,0,Northeast,Pediatric Intensive Care Unit,7,0,7,1,2023-11-09
2022-07-02,0.118181818,Metro,Pediatric Intensive Care Unit,110,13,97,0.881818182,2023-11-09
2022-01-01,0.083333333,Southwest,Pediatrics,12,1,11,0.916666667,2023-11-09
2023-04-02,0.2,Southeast,Pediatrics,45,9,36,0.8,2023-11-09
2022-10-05,0.295081967,West Central,Medical and Surgical,183,54,129,0.704918033,2023-11-09
2023-08-24,0.051575931,Southeast,Medical and Surgical,1047,54,993,0.948424069,2023-11-09
2022-04-12,0.263157895,West Central,Medical and Surgical,190,50,140,0.736842105,2023-11-09
2021-07-30,0.166666667,Central,Adult Intensive Care Unit,102,17,85,0.833333333,2023-11-09
2021-10-09,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2023-09-21,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2022-11-01,0.010526316,Metro,Pediatrics,285,3,282,0.989473684,2023-11-09
2022-07-18,0.1,Metro,Pediatric Intensive Care Unit,110,11,99,0.9,2023-11-09
2021-01-11,0.380165289,Northwest,Medical and Surgical,242,92,150,0.619834711,2023-11-09
2020-10-10,0.028564076,Metro,Medical and Surgical,3886,111,3775,0.971435924,2023-11-09
2021-12-08,0.001901141,Metro,Adult Intensive Care Unit,526,1,525,0.998098859,2023-11-09
2021-03-19,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2022-01-13,0.071428571,Central,Pediatrics,28,2,26,0.928571429,2023-11-09
2023-01-19,0.033398821,Metro,Adult Intensive Care Unit,509,17,492,0.966601179,2023-11-09
2020-11-08,0.2,Metro,Pediatric Intensive Care Unit,110,22,88,0.8,2023-11-09
2022-09-20,0.15720524,Northwest,Medical and Surgical,229,36,193,0.84279476,2023-11-09
2023-08-14,0.111111111,Southeast,Pediatrics,45,5,40,0.888888889,2023-11-09
2020-10-02,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2021-12-31,0.212827988,Southwest,Medical and Surgical,343,73,270,0.787172012,2023-11-09
2023-10-28,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2023-08-01,0.235294118,West Central,Adult Intensive Care Unit,17,4,13,0.764705882,2023-11-09
2020-09-15,0.322580645,South Central,Medical and Surgical,403,130,273,0.677419355,2023-11-09
2023-08-07,0.079545455,Northeast,Adult Intensive Care Unit,88,7,81,0.920454545,2023-11-09
2021-07-03,0.107344633,Metro,Pediatrics,354,38,316,0.892655367,2023-11-09
2023-05-26,0.163461538,Central,Adult Intensive Care Unit,104,17,87,0.836538462,2023-11-09
2020-12-17,0.155297533,Northeast,Medical and Surgical,689,107,582,0.844702467,2023-11-09
2021-12-10,0.028959276,Southeast,Medical and Surgical,1105,32,1073,0.971040724,2023-11-09
2022-10-11,0.08045977,Northeast,Medical and Surgical,696,56,640,0.91954023,2023-11-09
2023-09-06,0.034090909,Northeast,Adult Intensive Care Unit,88,3,85,0.965909091,2023-11-09
2021-04-18,0.494736842,West Central,Medical and Surgical,190,94,96,0.505263158,2023-11-09
2023-10-11,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2023-06-24,0.294117647,West Central,Adult Intensive Care Unit,17,5,12,0.705882353,2023-11-09
2023-08-26,0.034090909,Northeast,Adult Intensive Care Unit,88,3,85,0.965909091,2023-11-09
2022-04-13,0.142857143,Central,Pediatrics,28,4,24,0.857142857,2023-11-09
2021-09-13,0.4,West Central,Adult Intensive Care Unit,20,8,12,0.6,2023-11-09
2023-07-15,0.176470588,West Central,Adult Intensive Care Unit,17,3,14,0.823529412,2023-11-09
2021-10-26,0.35,West Central,Adult Intensive Care Unit,20,7,13,0.65,2023-11-09
2023-01-21,0.052531041,Southeast,Medical and Surgical,1047,55,992,0.947468959,2023-11-09
2023-11-07,0.173076923,Central,Adult Intensive Care Unit,104,18,86,0.826923077,2023-11-09
2021-09-26,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2020-12-15,0.238693467,South Central,Medical and Surgical,398,95,303,0.761306533,2023-11-09
2022-08-22,0.25732899,South Central,Medical and Surgical,307,79,228,0.74267101,2023-11-09
2022-12-27,0.277955272,Southwest,Medical and Surgical,313,87,226,0.722044728,2023-11-09
2022-03-13,0,Central,Pediatric Intensive Care Unit,5,0,5,1,2023-11-09
2023-06-11,0.411764706,West Central,Adult Intensive Care Unit,17,7,10,0.588235294,2023-11-09
2023-01-17,0.306010929,West Central,Medical and Surgical,183,56,127,0.693989071,2023-11-09
2023-02-24,0.041025641,Southeast,Adult Intensive Care Unit,195,8,187,0.958974359,2023-11-09
2023-08-30,0.117142857,Northeast,Medical and Surgical,700,82,618,0.882857143,2023-11-09
2021-12-06,0.094736842,West Central,Medical and Surgical,190,18,172,0.905263158,2023-11-09
2023-08-03,0.154545455,Northwest,Medical and Surgical,220,34,186,0.845454545,2023-11-09
2021-11-17,0.166666667,Southeast,Pediatric Intensive Care Unit,24,4,20,0.833333333,2023-11-09
2022-12-10,0,Southeast,Pediatric Intensive Care Unit,23,0,23,1,2023-11-09
2022-11-05,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2022-11-27,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2022-09-21,0.066666667,Northwest,Adult Intensive Care Unit,30,2,28,0.933333333,2023-11-09
2020-09-12,0.291262136,Central,Adult Intensive Care Unit,103,30,73,0.708737864,2023-11-09
2021-01-04,0.310344828,Northwest,Adult Intensive Care Unit,29,9,20,0.689655172,2023-11-09
2021-06-28,0.118181818,Metro,Pediatric Intensive Care Unit,110,13,97,0.881818182,2023-11-09
2023-04-24,0.045454545,Metro,Pediatric Intensive Care Unit,110,5,105,0.954545455,2023-11-09
2022-02-09,0.045918367,Southeast,Adult Intensive Care Unit,196,9,187,0.954081633,2023-11-09
2023-10-06,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2023-06-27,0.159090909,Northwest,Medical and Surgical,220,35,185,0.840909091,2023-11-09
2020-10-11,0.155367232,Metro,Pediatrics,354,55,299,0.844632768,2023-11-09
2022-02-28,0.086734694,Southeast,Adult Intensive Care Unit,196,17,179,0.913265306,2023-11-09
2021-11-04,0,Southeast,Pediatric Intensive Care Unit,24,0,24,1,2023-11-09
2022-08-19,0.153846154,Central,Adult Intensive Care Unit,104,16,88,0.846153846,2023-11-09
2022-10-21,0.1,Northwest,Adult Intensive Care Unit,30,3,27,0.9,2023-11-09
2021-02-08,0.186440678,Metro,Pediatrics,354,66,288,0.813559322,2023-11-09
2021-04-20,0.017301038,Metro,Adult Intensive Care Unit,578,10,568,0.982698962,2023-11-09
2021-03-26,0.29558011,Southwest,Medical and Surgical,362,107,255,0.70441989,2023-11-09
2021-12-25,0.083333333,Southeast,Pediatric Intensive Care Unit,24,2,22,0.916666667,2023-11-09
2021-04-15,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2021-04-22,0.069683258,Southeast,Medical and Surgical,1105,77,1028,0.930316742,2023-11-09
2022-12-23,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2023-02-10,0.034482759,Central,Pediatrics,29,1,28,0.965517241,2023-11-09
2023-02-13,0.041025641,Southeast,Adult Intensive Care Unit,195,8,187,0.958974359,2023-11-09
2023-05-29,0.276872964,South Central,Medical and Surgical,307,85,222,0.723127036,2023-11-09
2022-01-06,0.030612245,Southeast,Adult Intensive Care Unit,196,6,190,0.969387755,2023-11-09
2020-12-16,0.517241379,Northwest,Adult Intensive Care Unit,29,15,14,0.482758621,2023-11-09
2023-04-25,0.028070175,Metro,Pediatrics,285,8,277,0.971929825,2023-11-09
2022-04-16,0.054298643,Southeast,Medical and Surgical,1105,60,1045,0.945701357,2023-11-09
2021-02-07,0.379310345,Northwest,Adult Intensive Care Unit,29,11,18,0.620689655,2023-11-09
2021-09-23,0.114658926,Northeast,Medical and Surgical,689,79,610,0.885341074,2023-11-09
2020-12-10,0.156862745,Central,Adult Intensive Care Unit,102,16,86,0.843137255,2023-11-09
2021-01-23,0.413793103,Northwest,Adult Intensive Care Unit,29,12,17,0.586206897,2023-11-09
2023-01-09,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2020-09-29,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2023-05-31,0.100574713,Northeast,Medical and Surgical,696,70,626,0.899425287,2023-11-09
2022-05-09,0.282798834,Southwest,Medical and Surgical,343,97,246,0.717201166,2023-11-09
2022-10-10,0.166666667,Northwest,Adult Intensive Care Unit,30,5,25,0.833333333,2023-11-09
2023-01-29,0.087179487,Southeast,Adult Intensive Care Unit,195,17,178,0.912820513,2023-11-09
2021-08-31,0.245833333,Northwest,Medical and Surgical,240,59,181,0.754166667,2023-11-09
2023-10-07,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2022-04-14,0.058935361,Metro,Adult Intensive Care Unit,526,31,495,0.941064639,2023-11-09
2021-12-08,0.083333333,Southeast,Pediatric Intensive Care Unit,24,2,22,0.916666667,2023-11-09
2022-12-18,0,Central,Pediatric Intensive Care Unit,4,0,4,1,2023-11-09
2023-08-23,0.056140351,Metro,Pediatrics,285,16,269,0.943859649,2023-11-09
2022-01-21,0.040816327,Southeast,Adult Intensive Care Unit,196,8,188,0.959183673,2023-11-09
2023-03-15,0.056410256,Southeast,Adult Intensive Care Unit,195,11,184,0.943589744,2023-11-09
2021-08-04,0.325203252,South Central,Medical and Surgical,369,120,249,0.674796748,2023-11-09
2021-11-06,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2023-09-30,0.222222222,Southeast,Pediatrics,45,10,35,0.777777778,2023-11-09
2023-02-21,0.066666667,Northwest,Adult Intensive Care Unit,30,2,28,0.933333333,2023-11-09
2023-09-12,0.125,Southwest,Pediatrics,16,2,14,0.875,2023-11-09
2021-07-27,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2022-08-23,0.244514107,Southwest,Medical and Surgical,319,78,241,0.755485893,2023-11-09
2022-01-29,0.206896552,Northwest,Adult Intensive Care Unit,29,6,23,0.793103448,2023-11-09
2022-05-05,0.174757282,Central,Adult Intensive Care Unit,103,18,85,0.825242718,2023-11-09
2022-02-17,0.103448276,Northwest,Adult Intensive Care Unit,29,3,26,0.896551724,2023-11-09
2020-11-29,0.125,Southeast,Pediatric Intensive Care Unit,24,3,21,0.875,2023-11-09
2020-09-16,0.426356589,Southwest,Medical and Surgical,387,165,222,0.573643411,2023-11-09
2021-01-12,0.095959596,Southeast,Adult Intensive Care Unit,198,19,179,0.904040404,2023-11-09
2023-04-03,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2022-10-18,0.041025641,Southeast,Adult Intensive Care Unit,195,8,187,0.958974359,2023-11-09
2023-10-17,0.25,West Central,Pediatrics,8,2,6,0.75,2023-11-09
2020-12-24,0.090909091,Southeast,Adult Intensive Care Unit,198,18,180,0.909090909,2023-11-09
2023-03-04,0.1,Northwest,Adult Intensive Care Unit,30,3,27,0.9,2023-11-09
2022-01-28,0.152838428,Northwest,Medical and Surgical,229,35,194,0.847161572,2023-11-09
2022-01-07,0.064233577,Northeast,Medical and Surgical,685,44,641,0.935766423,2023-11-09
2023-02-18,0.076149425,Northeast,Medical and Surgical,696,53,643,0.923850575,2023-11-09
2020-09-29,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2020-12-14,0.265363128,Southwest,Medical and Surgical,358,95,263,0.734636872,2023-11-09
2023-02-22,0.028070175,Metro,Pediatrics,285,8,277,0.971929825,2023-11-09
2023-01-24,0.213636364,Northwest,Medical and Surgical,220,47,173,0.786363636,2023-11-09
2022-03-08,0.068965517,Northwest,Adult Intensive Care Unit,29,2,27,0.931034483,2023-11-09
2022-07-28,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2023-08-25,0.015365318,Metro,Medical and Surgical,3189,49,3140,0.984634682,2023-11-09
2023-02-06,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2023-09-02,0.25,South Central,Pediatrics,4,1,3,0.75,2023-11-09
2022-08-14,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2022-01-01,0.241192412,South Central,Medical and Surgical,369,89,280,0.758807588,2023-11-09
2022-11-21,0.045454545,Metro,Pediatric Intensive Care Unit,110,5,105,0.954545455,2023-11-09
2022-10-29,0.056410256,Southeast,Adult Intensive Care Unit,195,11,184,0.943589744,2023-11-09
2023-11-04,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2020-12-12,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2021-04-11,0.118644068,Metro,Pediatrics,354,42,312,0.881355932,2023-11-09
2020-11-08,0.083333333,Southeast,Pediatric Intensive Care Unit,24,2,22,0.916666667,2023-11-09
2023-03-23,0.166666667,Northwest,Adult Intensive Care Unit,30,5,25,0.833333333,2023-11-09
2021-08-22,0.505263158,West Central,Medical and Surgical,190,96,94,0.494736842,2023-11-09
2023-08-27,0.137931034,Central,Pediatrics,29,4,25,0.862068966,2023-11-09
2020-10-11,0.093085106,Southeast,Medical and Surgical,1128,105,1023,0.906914894,2023-11-09
2022-12-26,0.25732899,South Central,Medical and Surgical,307,79,228,0.74267101,2023-11-09
2022-01-14,0.068965517,Northwest,Adult Intensive Care Unit,29,2,27,0.931034483,2023-11-09
2022-08-27,0.086956522,Southeast,Pediatric Intensive Care Unit,23,2,21,0.913043478,2023-11-09
2021-03-22,0.294117647,Central,Adult Intensive Care Unit,102,30,72,0.705882353,2023-11-09
2020-11-21,0.027444254,Metro,Adult Intensive Care Unit,583,16,567,0.972555746,2023-11-09
2021-02-12,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2023-04-13,0.172413793,Central,Pediatrics,29,5,24,0.827586207,2023-11-09
2020-09-11,0.046153846,Southeast,Pediatrics,65,3,62,0.953846154,2023-11-09
2020-10-09,0.034305317,Metro,Adult Intensive Care Unit,583,20,563,0.965694683,2023-11-09
2022-09-09,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2023-04-29,0.333333333,West Central,Medical and Surgical,183,61,122,0.666666667,2023-11-09
2022-09-13,0.031518625,Southeast,Medical and Surgical,1047,33,1014,0.968481375,2023-11-09
2021-02-15,0.111111111,Southeast,Adult Intensive Care Unit,198,22,176,0.888888889,2023-11-09
